PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
small-scale	1	2	1415219 all 1395095 all
soft-boiled	1	2	1158453 all 618752 all
solid-state	1	2	2261013 all 2261162 all
spontaneous	1	2	2282376 all 2213557 all
square-toed	1	2	1032339 all 1880163 all
squint-eyed	1	2	2799797 pert 762721 all
streamlined	1	2	840737 all 2238128 all
superfluous	1	2	1581305 all 2503305 all
superlunary	1	2	2757599 pert 1180549 all
supernormal	1	2	1597928 all 1600174 all
sure-footed	1	2	306909 all 2302941 all
susceptible	1	2	2360448 all 2365142 all
sycophantic	1	2	2181231 all 790394 all
symmetrical	1	2	2371718 all 894029 all
symptomatic	1	2	2807249 pert 357254 all
synchronous	1	2	2377651 all 2380565 all
syncretical	1	2	2807478 pert 2807775 pert
synthetical	1	2	111129 all 112628 all
tantalising	1	2	1358695 all 1358846 all
tantalizing	1	2	1358695 all 1358846 all
telegraphic	1	2	2910074 pert 548579 all
tempestuous	1	2	304144 all 1742912 all
tessellated	1	2	1790938 all 59326 all
testimonial	1	2	2812989 pert 2813162 pert
theoretical	1	2	860611 all 862327 all
therapeutic	1	2	2914213 pert 1165943 all
thoughtless	1	2	639594 all 2420530 all
threatening	1	2	462409 all 194357 all
three-lobed	1	2	2174542 all 239444 all
nonparallel	1	2	1720091 all 2380358 all
nonrational	1	2	1431471 all 1926921 all
nonsensical	1	2	2570643 all 1498594 all
nonsyllabic	1	2	2288490 all 2289738 all
oecumenical	1	2	527188 all 2092460 all
off-putting	1	2	171292 all 1809541 all
openhearted	1	2	1372948 all 499315 all
opprobrious	1	2	1227546 all 1628531 all
originative	1	2	643250 all 1687363 all
overbearing	1	2	787357 all 1891109 all
overweening	1	2	2000968 all 1540102 all
parabolical	1	2	2996904 pert 2046916 all
parasitical	1	2	2833692 pert 726723 all
passionless	1	2	1257990 all 1727439 all
patriarchal	1	2	2759765 pert 1737825 all
pear-shaped	1	2	2042775 all 1457486 all
penetrating	1	2	802514 all 1744515 all
penetrative	1	2	802514 all 1744515 all
pentecostal	1	2	3098491 pert 3098628 pert
perceivable	1	2	533452 all 1747849 all
perfunctory	1	2	312234 all 1043619 all
peripatetic	1	2	3028465 pert 2128388 all
permissible	1	2	1760944 all 1762404 all
persnickety	1	2	1890382 all 985104 all
philosophic	1	2	2858231 pert 858053 all
picturesque	1	2	407887 all 219924 all
pietistical	1	2	2920594 pert 1782100 all
plainspoken	1	2	764484 all 2018899 all
pocket-size	1	2	1415219 all 1394400 all
point-blank	1	2	761592 all 764484 all
practicable	1	2	1822563 all 1835663 all
pragmatical	1	2	2783085 pert 1835409 all
precipitous	1	2	1270868 all 1145151 all
predominant	1	2	792202 all 1066787 all
prejudicial	1	2	2762081 pert 1161984 all
preliterate	1	2	413312 all 1422243 all
preoccupied	1	2	2419159 all 544478 all
prestigious	1	2	1982957 all 1830703 all
presumptive	1	2	645281 all 1413576 all
problematic	1	2	746451 all 1916784 all
promiscuous	1	2	361837 all 774006 all
promotional	1	2	3103815 pert 3103932 pert
provocative	1	2	1896478 all 2134557 all
psychogenic	1	2	2906059 pert 1780937 all
purchasable	1	2	621207 all 185607 all
purgatorial	1	2	3104988 pert 3105129 pert
purposeless	1	2	1910488 all 2503305 all
pyrotechnic	1	2	3106846 pert 1677957 all
qualitative	1	2	2976870 pert 1914521 all
razor-sharp	1	2	781061 all 802767 all
rectangular	1	2	1720642 all 2048977 all
inalienable	1	2	694483 all 93810 all
inattentive	1	2	164863 all 755876 all
indefinable	1	2	697691 all 944111 all
industrious	1	2	885099 all 754682 all
inefficient	1	2	511739 all 840902 all
inessential	1	2	1582224 all 902652 all
inexcusable	1	2	1721867 all 1722260 all
inexpedient	1	2	1814252 all 932367 all
infrangible	1	2	709959 all 94069 all
inquisitive	1	2	664879 all 879259 all
insensitive	1	2	2106761 all 2105375 all
insuperable	1	2	570225 all 2357322 all
integrative	1	2	1330986 all 334940 all
intentional	1	2	1339730 all 1338116 all
interactive	1	2	623356 all 1946439 all
intermeshed	1	2	1100817 all 255453 all
internecine	1	2	249303 all 949229 all
interracial	1	2	1326652 all 1928019 all
interrupted	1	2	598413 all 290593 all
intersexual	1	2	2135595 all 1479376 all
intoxicated	1	2	797299 all 920260 all
involuntary	1	2	2521353 all 2522417 all
lancastrian	1	2	3079460 pert 3079293 pert
large-scale	1	2	1388418 all 1388542 all
legislative	1	2	2829422 pert 2829565 pert
light-armed	1	2	142704 all 1193275 all
lightheaded	1	2	2544525 all 2120828 all
lightweight	1	2	1281559 all 1186733 all
longsighted	1	2	2157594 all 1895296 all
low-density	1	2	1187503 all 541823 all
low-pitched	1	2	1235071 all 1215421 all
luxemburger	1	2	3081986 pert 3082125 pert
macroscopic	1	2	2516316 all 1388809 all
magnanimous	1	2	1589045 all 1114658 all
mechanistic	1	2	2911112 pert 1500416 all
metacentric	1	2	3140338 pert 3140494 pert
metamorphic	1	2	1529643 all 2951869 pert
ministerial	1	2	2764643 pert 2764828 pert
mischievous	1	2	2122715 all 1162633 all
monarchical	1	2	718339 all 1591895 all
moneymaking	1	2	483816 all 1871774 all
naturalized	1	2	1831789 all 1035422 all
neanderthal	1	2	3089121 pert 1949859 all
necromantic	1	2	2910789 pert 1576845 all
disciplined	1	2	599111 all 1911951 all
discouraged	1	2	1664880 all 1992418 all
discredited	1	2	154163 all 1984252 all
disgraceful	1	2	1227546 all 1549964 all
disobedient	1	2	2330762 all 1613463 all
disoriented	1	2	1683908 all 1684133 all
dissentient	1	2	1691302 all 75737 all
distasteful	1	2	1716971 all 1625893 all
distinctive	1	2	357556 all 1272718 all
distressing	1	2	1189386 all 1126841 all
documentary	1	2	2896789 pert 1934026 all
educational	1	2	2946221 pert 1324565 all
efficacious	1	2	834198 all 838856 all
egotistical	1	2	1891773 all 2098694 all
embarrassed	1	2	154270 all 531628 all
encouraging	1	2	2356244 all 866471 all
enlightened	1	2	884007 all 1307375 all
equinoctial	1	2	2721618 pert 2721762 pert
etiological	1	2	2941235 pert 2940953 pert
everlasting	1	2	1520091 all 1755024 all
evidentiary	1	2	2162733 all 2723723 pert
exaggerated	1	2	881177 all 1533806 all
exhaustible	1	2	1006967 all 925460 all
extravagant	1	2	2422242 all 2000968 all
fantastical	1	2	967646 all 1936778 all
farinaceous	1	2	2299189 all 2231502 all
fascinating	1	2	166753 all 1344171 all
fissiparous	1	2	2136423 all 728619 all
fluorescent	1	2	271419 all 403505 all
frustrating	1	2	867758 all 1764745 all
full-length	1	2	515622 all 5107 all
geometrical	1	2	2735208 pert 1981009 all
grammatical	1	2	2880322 pert 1146012 all
half-length	1	2	2387662 all 4723 all
hardhearted	1	2	507292 all 1158020 all
heavy-laden	1	2	2456875 all 868241 all
high-octane	1	2	840634 all 809343 all
hit-and-run	1	2	755742 all 1629493 all
homiletical	1	2	3073574 pert 3073420 pert
homogenised	1	2	1329413 all 1200617 all
homogenized	1	2	1329413 all 1200617 all
hydrophobic	1	2	80098 all 491749 all
ideological	1	2	2745555 pert 12932 all
illustrious	1	2	1375831 all 1121989 all
impermanent	1	2	1755627 all 1007120 all
implausible	1	2	1412721 all 1799957 all
impractical	1	2	2498213 all 1836350 all
improvident	1	2	1899742 all 1895837 all
inadvisable	1	2	67767 all 932565 all
blue-collar	1	2	2556720 all 260100 all
bootlicking	1	2	2181231 all 790394 all
broken-down	1	2	2124886 all 679717 all
bulletproof	1	2	144102 all 591513 all
button-down	1	2	607656 all 296935 all
buttoned-up	1	2	574744 all 2383564 all
cancellated	1	2	327541 all 2006538 all
carnivorous	1	2	2680580 pert 313387 all
casuistical	1	2	3053657 pert 3053460 pert
categorical	1	2	2684005 pert 1913931 all
ceremonious	1	2	2782367 pert 1042703 all
certifiable	1	2	342488 all 2075594 all
circulatory	1	2	2951306 pert 2951565 pert
circumpolar	1	2	2444375 all 2515808 all
clairvoyant	1	2	2109012 all 1882474 all
club-shaped	1	2	2146235 all 2146347 all
color-blind	1	2	286470 all 2159453 all
combinative	1	2	472336 all 1331244 all
comparative	1	2	6032 all 2990954 pert
conditional	1	2	1913413 all 555325 all
conditioned	1	2	1017600 all 1637032 all
confederate	1	2	2476485 all 1606942 all
conflicting	1	2	578234 all 1662912 all
conjunctive	1	2	563648 all 2112108 all
conquerable	1	2	569090 all 2357006 all
consecrated	1	2	573225 all 2054310 all
consonantal	1	2	2702209 pert 2287636 all
conspicuous	1	2	579084 all 2090567 all
constricted	1	2	1448456 all 2405038 all
consumptive	1	2	2543436 all 1867502 all
contentious	1	2	603804 all 602293 all
correctable	1	2	635078 all 1759092 all
correlative	1	2	1946267 all 1974298 all
crustaceous	1	2	2706051 pert 2706160 pert
crystalised	1	2	269063 all 1071941 all
dark-haired	1	2	213516 all 245319 all
declarative	1	2	3094520 pert 686890 all
defenceless	1	2	143376 all 2524032 all
deprecative	1	2	648238 all 906655 all
descriptive	1	2	732318 all 732682 all
diametrical	1	2	2711846 pert 2066312 all
dichromatic	1	2	3040740 pert 396115 all
dimensional	1	2	2985102 pert 660313 all
unobserved	1	2	1608997 all 1610261 all
unofficial	1	2	1635018 all 1633591 all
unorthodox	1	2	1691073 all 607202 all
unpolished	1	2	1812846 all 851329 all
unreactive	1	2	2105898 all 1929600 all
unreserved	1	2	1988166 all 1988724 all
unshakable	1	2	591513 all 1990653 all
unstrained	1	2	2408140 all 838659 all
unswerving	1	2	761844 all 583581 all
untempered	1	2	1521293 all 1522038 all
untempting	1	2	1359159 all 2098243 all
untimbered	1	2	2430002 all 2575238 all
unwavering	1	2	2302537 all 1990653 all
unyielding	1	2	1152620 all 2327569 all
up-to-date	1	2	668208 all 972642 all
uproarious	1	2	1266841 all 1921466 all
vapourific	1	2	2263491 all 2519813 all
verifiable	1	2	859453 all 1615785 all
victorious	1	2	2333314 all 695209 all
vindictive	1	2	225099 all 1041634 all
vinegarish	1	2	2369179 all 1139245 all
washed-out	1	2	404961 all 2433451 all
waterborne	1	2	77354 all 1525017 all
watertight	1	2	591513 all 1399235 all
well-known	1	2	1376705 all 966167 all
wide-awake	1	2	187443 all 92275 all
widespread	1	2	1102876 all 541614 all
worshipful	1	2	2012073 all 1781882 all
zoological	1	2	2891444 pert 2891564 pert
abbreviated	1	2	1436432 all 1442597 all
accompanied	1	2	2250899 all 2252053 all
achondritic	1	2	2601326 pert 365936 all
aerodynamic	1	2	2980122 pert 2238128 all
alternating	1	2	763767 all 675928 all
amaranthine	1	2	2615711 pert 1558086 all
amphistylar	1	2	139492 all 140880 all
anaesthetic	1	2	2103052 all 3041491 pert
androgynous	1	2	2622210 pert 1478626 all
antiquarian	1	2	3043838 pert 3043937 pert
apocalyptic	1	2	2633115 pert 1882292 all
apostolical	1	2	2859500 pert 2879638 pert
appellative	1	2	722386 all 2635499 pert
astonishing	1	2	2359789 all 1283155 all
atheistical	1	2	2826443 pert 1784217 all
belligerent	1	2	1244846 all 1742537 all
belowground	1	2	292750 all 2471984 all
benedictine	1	2	3047501 pert 3047611 pert
bittersweet	1	2	2396354 all 1362273 all
blasphemous	1	2	425002 all 2012748 all
threadbare	1	2	2583898 all 1688757 all
three-fold	1	2	2218834 all 2217799 all
threepenny	1	2	935359 all 2224790 all
thundering	1	2	1922030 all 1286375 all
thunderous	1	2	178464 all 1453467 all
tongueless	1	2	2430659 all 152285 all
tramontane	1	2	410449 all 1035858 all
translunar	1	2	2757599 pert 1180549 all
triangular	1	2	239847 all 2049428 all
trilateral	1	2	1946167 all 239847 all
triumphant	1	2	695209 all 704898 all
two-handed	1	2	2029752 all 2028046 all
tyrannical	1	2	717684 all 788474 all
umbrageous	1	2	115494 all 276862 all
unaccented	1	2	2320886 all 2320442 all
unadjusted	1	2	351226 all 351991 all
unarmoured	1	2	144728 all 147528 all
unassisted	1	2	2353488 all 2354129 all
unawakened	1	2	189511 all 2014611 all
unbeatable	1	2	570322 all 2288252 all
unblinking	1	2	82034 all 858780 all
unburdened	1	2	869138 all 870303 all
unbuttoned	1	2	2001776 all 297097 all
unchanging	1	2	577782 all 348018 all
unconfined	1	2	559425 all 1063638 all
uncritical	1	2	650351 all 648816 all
understood	1	2	942163 all 1378219 all
underwater	1	2	124685 all 2472252 all
undigested	1	2	1183348 all 1379361 all
unenviable	1	2	734187 all 746047 all
unexciting	1	2	2307367 all 922594 all
unexpended	1	2	926505 all 926871 all
unflagging	1	2	583842 all 874920 all
unfocussed	1	2	782957 all 542775 all
ungenerous	1	2	1112573 all 1115081 all
ungoverned	1	2	601499 all 2001596 all
ungracious	1	2	642152 all 1142349 all
ungrateful	1	2	1804906 all 1147044 all
unhampered	1	2	1063958 all 2001984 all
unilateral	1	2	236989 all 1417105 all
unimproved	1	2	1289229 all 1290547 all
uninspired	1	2	644560 all 923066 all
uninviting	1	2	1359035 all 2098243 all
uninvolved	1	2	546155 all 1516832 all
unlettered	1	2	831225 all 1421887 all
unlikeable	1	2	2376562 all 1461680 all
unmannered	1	2	641944 all 74741 all
unmeasured	1	2	2021415 all 1498957 all
rod-shaped	1	2	2144988 all 2047413 all
round-eyed	1	2	954760 all 2272047 all
roundabout	1	2	763013 all 767349 all
sabbatical	1	2	3112867 pert 3112989 pert
sacerdotal	1	2	2899666 pert 2899912 pert
salubrious	1	2	2558184 all 2558996 all
sanguinary	1	2	248251 all 249104 all
satisfying	1	2	2558528 all 2081563 all
scholastic	1	2	2792903 pert 2793094 pert
scientific	1	2	2793273 pert 2084804 all
scriptural	1	2	2854521 pert 2938361 pert
scrupulous	1	2	310138 all 2085449 all
sculptural	1	2	2924286 pert 2139884 all
sculptured	1	2	317481 all 2139884 all
seasonable	1	2	1661529 all 1494586 all
secondhand	1	2	1854702 all 1640482 all
singhalese	1	2	3118215 pert 3118050 pert
sleeveless	1	2	2257038 all 1866812 all
slumberous	1	2	189253 all 1922410 all
snot-nosed	1	2	423269 all 1890382 all
solicitous	1	2	544860 all 164681 all
spaced-out	1	2	609938 all 437419 all
spiritless	1	2	789494 all 2281325 all
spongelike	1	2	7516 all 1154964 all
stationary	1	2	1565252 all 1060445 all
statuesque	1	2	2386418 all 2139793 all
stopped-up	1	2	1399469 all 1621894 all
structured	1	2	1671732 all 1679744 all
subaquatic	1	2	124493 all 124685 all
subjective	1	2	1273910 all 1615925 all
submissive	1	2	788821 all 790691 all
suborbital	1	2	2979443 pert 2870315 pert
succeeding	1	2	127296 all 1294975 all
superlunar	1	2	2757599 pert 1180549 all
supersonic	1	2	175300 all 175887 all
supporting	1	2	2356244 all 217428 all
surefooted	1	2	306909 all 2302941 all
surpassing	1	2	2344793 all 1676026 all
suspensive	1	2	2405805 all 686789 all
suspicious	1	2	2464277 all 1917594 all
swaggering	1	2	66703 all 1891109 all
symbolical	1	2	2806907 pert 1982186 all
systematic	1	2	3018498 pert 2382934 all
tangential	1	2	2808830 pert 1976360 all
terminated	1	2	938305 all 1003277 all
theatrical	1	2	796047 all 2813315 pert
thickening	1	2	2179167 all 1340691 all
postmortem	1	2	121649 all 128262 all
praetorian	1	2	3101818 pert 622014 all
precocious	1	2	819051 all 1839829 all
predaceous	1	2	313911 all 30798 all
predacious	1	2	313911 all 30798 all
prejudiced	1	2	285148 all 1616244 all
premedical	1	2	2760500 pert 126702 all
preventive	1	2	1763813 all 1167269 all
procedural	1	2	3103198 pert 55340 all
proficient	1	2	2809220 pert 2226162 all
profligate	1	2	2422242 all 1549568 all
prohibited	1	2	1402498 all 1761375 all
propulsive	1	2	3104040 pert 809790 all
prosthetic	1	2	2785412 pert 2785525 pert
protestant	1	2	514175 all 2952622 pert
proverbial	1	2	1376522 all 2990304 pert
provincial	1	2	2785874 pert 636547 all
pugnacious	1	2	84353 all 2448623 all
punishable	1	2	1322846 all 1404370 all
purposeful	1	2	1909890 all 1497594 all
pyrogenous	1	2	2852265 pert 3106279 pert
quaternary	1	2	2202443 all 2219492 all
realizable	1	2	2392537 all 1821690 all
reciprocal	1	2	769761 all 1945550 all
recognised	1	2	27599 all 1636507 all
recognized	1	2	27599 all 1636507 all
redemptive	1	2	3109399 pert 1130733 all
refractive	1	2	2312918 all 2788005 pert
refreshing	1	2	1357027 all 1642245 all
regressive	1	2	1876957 all 1877919 all
reinforced	1	2	2323358 all 1288690 all
relentless	1	2	593071 all 1785341 all
remarkable	1	2	2163602 all 1678417 all
repetitive	1	2	1964367 all 592539 all
reportable	1	2	471842 all 472057 all
republican	1	2	2788378 pert 716892 all
resistless	1	2	40058 all 1989175 all
resolvable	1	2	2266451 all 1986759 all
respectful	1	2	2012333 all 1993940 all
revelatory	1	2	2091300 all 1882292 all
rhetorical	1	2	2016535 all 2938854 pert
meticulous	1	2	984879 all 1838529 all
mettlesome	1	2	2280457 all 263994 all
minimalist	1	2	2764549 pert 1532760 all
miraculous	1	2	1048976 all 1576551 all
mismatched	1	2	1487201 all 892773 all
monolithic	1	2	784037 all 1389170 all
monophonic	1	2	1543772 all 241079 all
monotonous	1	2	1541828 all 807817 all
monovalent	1	2	1546222 all 1547831 all
mordacious	1	2	2079313 all 2060198 all
mortifying	1	2	752555 all 1803335 all
moss-grown	1	2	974697 all 1696632 all
mozambican	1	2	3088384 pert 3088558 pert
mysterious	1	2	900071 all 939444 all
nativistic	1	2	2988550 pert 2988793 pert
neandertal	1	2	3089121 pert 1949859 all
neglectful	1	2	755220 all 755876 all
negligible	1	2	2502994 all 1496462 all
nettlesome	1	2	89550 all 1136541 all
noncrucial	1	2	651697 all 656771 all
nonmusical	1	2	1505318 all 1505786 all
nonviolent	1	2	249576 all 2512922 all
noteworthy	1	2	2586957 all 2163602 all
obligatory	1	2	848074 all 1580968 all
obsequious	1	2	790540 all 2181231 all
oleaginous	1	2	2181432 all 992432 all
one-on-one	1	2	494198 all 1860465 all
ophthalmic	1	2	2889406 pert 2889516 pert
oppressive	1	2	788474 all 1189998 all
optimistic	1	2	1663571 all 1817908 all
ostensible	1	2	1117942 all 1873985 all
outrageous	1	2	1534282 all 1626562 all
overstrung	1	2	2403401 all 2406370 all
paranormal	1	2	1599532 all 2108827 all
parenteral	1	2	3096635 pert 3096747 pert
parturient	1	2	2860919 pert 3829 all
pathologic	1	2	2861206 pert 1176246 all
penetrable	1	2	1771462 all 2524563 all
perceptive	1	2	2868326 pert 1744111 all
perforated	1	2	661973 all 662139 all
peripheral	1	2	331446 all 1857743 all
permissive	1	2	1762839 all 1763594 all
pernicious	1	2	1162406 all 1611329 all
phenomenal	1	2	2859708 pert 1676993 all
philistine	1	2	1333886 all 3099392 pert
pistillate	1	2	316046 all 1478482 all
pockmarked	1	2	2241714 all 246878 all
polygamous	1	2	1544856 all 1543225 all
polyvalent	1	2	1547961 all 1546349 all
ponderable	1	2	2418093 all 1815309 all
incautious	1	2	326436 all 313041 all
incestuous	1	2	2748216 pert 2748322 pert
incomplete	1	2	1004541 all 523978 all
increasing	1	2	2537743 all 2534877 all
indecorous	1	2	689471 all 1880918 all
indefinite	1	2	336564 all 701479 all
indicative	1	2	3094520 pert 2091300 all
indisposed	1	2	2542325 all 1293542 all
ineligible	1	2	852988 all 1404042 all
inevitable	1	2	1841834 all 343015 all
inexorable	1	2	1024812 all 1785341 all
inglorious	1	2	1227546 all 1122411 all
innovative	1	2	1687586 all 1876261 all
inoperable	1	2	2125198 all 1169940 all
interested	1	2	1515692 all 1342237 all
intolerant	1	2	288237 all 2436622 all
intriguing	1	2	1897106 all 1344684 all
iridescent	1	2	282020 all 403072 all
irrational	1	2	2930083 pert 1926376 all
kafkaesque	1	2	3134166 pert 1942888 all
knockabout	1	2	707667 all 2279360 all
lackluster	1	2	284194 all 808011 all
lacklustre	1	2	284194 all 808011 all
lily-white	1	2	390461 all 1327680 all
linguistic	1	2	2842445 pert 2843218 pert
long-range	1	2	1435060 all 1440889 all
lubricious	1	2	2133779 all 2235188 all
lusitanian	1	2	2959007 pert 2958844 pert
lusterless	1	2	284194 all 808011 all
lustreless	1	2	284194 all 808011 all
maintained	1	2	737515 all 737801 all
malevolent	1	2	224515 all 225564 all
man-to-man	1	2	765410 all 494198 all
manageable	1	2	1474513 all 1821690 all
manichaean	1	2	2759009 pert 2947252 pert
measurable	1	2	1279310 all 1498769 all
mechanised	1	2	1523450 all 1500555 all
mechanized	1	2	1523450 all 1500555 all
melancholy	1	2	365261 all 1362684 all
membranous	1	2	3085572 pert 1177704 all
mendacious	1	2	2462089 all 1226129 all
mensurable	1	2	2931947 pert 1498769 all
meridional	1	2	2763824 pert 1605445 all
farsighted	1	2	2157399 all 1895296 all
fastidious	1	2	983862 all 985608 all
fatherless	1	2	1408135 all 1734267 all
fathomable	1	2	533738 all 994744 all
felicitous	1	2	1048406 all 999817 all
fictitious	1	2	1116857 all 1935935 all
figurative	1	2	1979604 all 1419149 all
flagitious	1	2	2514380 all 1131454 all
flamboyant	1	2	1848701 all 1794771 all
forbidding	1	2	194357 all 1802932 all
forehanded	1	2	1033708 all 1895630 all
formalised	1	2	2730304 pert 1633316 all
formalized	1	2	2730304 pert 1633316 all
formidable	1	2	195383 all 1284836 all
fortuitous	1	2	1048587 all 1339203 all
free-lance	1	2	863823 all 1709081 all
freehanded	1	2	1687030 all 1111418 all
frightened	1	2	79629 all 80357 all
full-blown	1	2	523068 all 1489085 all
generative	1	2	1867295 all 1081592 all
geographic	1	2	1470496 all 3021543 pert
gilbertian	1	2	3068909 pert 1266649 all
gilt-edged	1	2	58929 all 2343378 all
grassroots	1	2	487327 all 1856686 all
gratifying	1	2	1808413 all 1801029 all
half-baked	1	2	619601 all 1836766 all
hardheaded	1	2	2328297 all 1940651 all
hereditary	1	2	1314537 all 1314197 all
high-flown	1	2	1588619 all 1850446 all
high-level	1	2	2339577 all 1205746 all
highflying	1	2	2001406 all 2485319 all
homologous	1	2	1220052 all 1220640 all
homophonic	1	2	2064013 all 1543937 all
honourable	1	2	1226240 all 2035086 all
humiliated	1	2	154270 all 1893303 all
hyperbolic	1	2	881030 all 2994089 pert
hypertonic	1	2	2408293 all 895126 all
hysterical	1	2	86606 all 1584287 all
idealistic	1	2	2745284 pert 1588619 all
idolatrous	1	2	2931096 pert 1465922 all
impeccable	1	2	2513521 all 1750847 all
impenitent	1	2	1957855 all 1743909 all
imperative	1	2	712419 all 3094404 pert
impersonal	1	2	1615625 all 1769565 all
impressive	1	2	835292 all 1282014 all
inadequate	1	2	2336904 all 51696 all
decreasing	1	2	2536740 all 2538050 all
degressive	1	2	1877792 all 2486046 all
dehydrated	1	2	1072382 all 1176057 all
delectable	1	2	2396720 all 733406 all
deliberate	1	2	1271961 all 1337939 all
denotative	1	2	722110 all 1418989 all
descendant	1	2	2486122 all 1972204 all
descendent	1	2	2486122 all 1972204 all
detectable	1	2	1746995 all 1287282 all
detestable	1	2	1460679 all 1625063 all
diabolical	1	2	1132515 all 1133374 all
diagnostic	1	2	2975538 pert 357254 all
digressive	1	2	1976360 all 768397 all
diplomatic	1	2	2713715 pert 758459 all
discordant	1	2	553899 all 1164250 all
discursive	1	2	768397 all 1430452 all
disdainful	1	2	1995288 all 1891109 all
dismissive	1	2	76580 all 1343411 all
dispirited	1	2	2281938 all 703615 all
disposable	1	2	776570 all 777418 all
disputable	1	2	602117 all 590669 all
dissipated	1	2	1549568 all 1297946 all
divinatory	1	2	861216 all 1882754 all
documented	1	2	786291 all 1115920 all
earthbound	1	2	1181251 all 1346343 all
ecological	1	2	2906478 pert 2906778 pert
ecumenical	1	2	527188 all 2092460 all
effortless	1	2	838296 all 749749 all
electrical	1	2	2826701 pert 2826877 pert
electronic	1	2	2718497 pert 2718719 pert
elliptical	1	2	548029 all 2046199 all
emblematic	1	2	2469119 all 1982186 all
endogamous	1	2	871816 all 871051 all
endogenous	1	2	2876745 pert 873113 all
entrenched	1	2	2526061 all 1635962 all
epigastric	1	2	2720715 pert 2720818 pert
equestrian	1	2	2721220 pert 2721342 pert
eremitical	1	2	2686950 pert 2578546 all
euphonious	1	2	300738 all 1455221 all
exhausting	1	2	837249 all 1358231 all
expandable	1	2	844263 all 947264 all
expandible	1	2	844263 all 947264 all
expansible	1	2	844263 all 947264 all
expendable	1	2	777891 all 932695 all
bimetallic	1	2	2664354 pert 1528463 all
biological	1	2	2665803 pert 1405904 all
brassbound	1	2	1025732 all 256883 all
cadaverous	1	2	2673139 pert 988988 all
calyptrate	1	2	2676309 pert 2676383 pert
cancellate	1	2	327541 all 2006538 all
capitalist	1	2	3000110 pert 297403 all
capricious	1	2	1842304 all 719442 all
captivated	1	2	1465583 all 865620 all
carbuncled	1	2	57490 all 1175298 all
catechetic	1	2	2982102 pert 2982288 pert
cautionary	1	2	1887638 all 1771124 all
celebrated	1	2	1375831 all 1121402 all
centesimal	1	2	2687727 pert 2209423 all
chimerical	1	2	2694247 pert 1942279 all
circuitous	1	2	763013 all 767349 all
classified	1	2	414709 all 415228 all
cloistered	1	2	2578894 all 1859055 all
coagulated	1	2	2416036 all 2260382 all
cogitative	1	2	2419933 all 2898433 pert
coincident	1	2	561757 all 2378496 all
colourless	1	2	408031 all 404202 all
comforting	1	2	197319 all 2081563 all
commutable	1	2	348198 all 917768 all
comparable	1	2	503982 all 2063554 all
compelling	1	2	1770591 all 1826477 all
compulsive	1	2	104699 all 1583659 all
concordant	1	2	577122 all 553478 all
confirming	1	2	2355521 all 1820481 all
conformist	1	2	1690448 all 610057 all
connatural	1	2	1034153 all 2072537 all
contagious	1	2	1303042 all 1303298 all
continuing	1	2	597988 all 1438963 all
continuous	1	2	597424 all 594413 all
convenient	1	2	604617 all 475996 all
convoluted	1	2	2317800 all 2176841 all
convulsive	1	2	2303754 all 2511340 all
copernican	1	2	1277952 all 1119033 all
corinthian	1	2	2845048 pert 2704686 pert
corrective	1	2	232754 all 1300661 all
cosmologic	1	2	2703438 pert 2703001 pert
cretaceous	1	2	3057591 pert 3057732 pert
cumbersome	1	2	2564330 all 1001180 all
cyclonical	1	2	3058223 pert 3057949 pert
wide-open	1	2	1652689 all 1396503 all
wild-eyed	1	2	87022 all 1837182 all
withdrawn	1	2	1988024 all 2250691 all
withering	1	2	586617 all 1995047 all
woebegone	1	2	2581530 all 1366525 all
worrisome	1	2	197447 all 1189386 all
worthless	1	2	1133017 all 2502163 all
abominable	1	2	1460679 all 1126291 all
abstemious	1	2	2401863 all 9046 all
accusative	1	2	2861997 pert 924257 all
accustomed	1	2	24417 all 489491 all
adjuratory	1	2	712765 all 714190 all
adjustable	1	2	1027686 all 344686 all
admonitory	1	2	1771124 all 996864 all
adulterous	1	2	961195 all 1550779 all
aetiologic	1	2	2941235 pert 2940953 pert
aggravated	1	2	114266 all 1510320 all
alliaceous	1	2	2626634 pert 1055682 all
alphabetic	1	2	2614194 pert 100634 all
ambulatory	1	2	2616345 pert 1522985 all
ametabolic	1	2	1508592 all 1531274 all
amphibious	1	2	2831979 pert 125319 all
analytical	1	2	110853 all 112231 all
anamorphic	1	2	2620863 pert 2620992 pert
anatomical	1	2	2897730 pert 2897524 pert
anesthetic	1	2	2103052 all 3041491 pert
answerable	1	2	2266351 all 1997221 all
anthropoid	1	2	1259015 all 1260282 all
antiphonal	1	2	3110741 pert 2630519 pert
antisocial	1	2	2249948 all 2258972 all
aphoristic	1	2	2653651 pert 546951 all
apocryphal	1	2	2633222 pert 1916693 all
appointive	1	2	846462 all 2635794 pert
argus-eyed	1	2	91764 all 2158438 all
arrhythmic	1	2	2303575 all 2021235 all
articulate	1	2	153410 all 150202 all
assessable	1	2	2400471 all 1815540 all
assumptive	1	2	205696 all 28008 all
astounding	1	2	645856 all 1283155 all
astringent	1	2	189580 all 2369027 all
astronomic	1	2	2646605 pert 1383582 all
attenuated	1	2	882166 all 882312 all
autarkical	1	2	2650795 pert 728103 all
authorised	1	2	178575 all 1632808 all
authorized	1	2	178575 all 1632808 all
autocratic	1	2	717684 all 787595 all
automotive	1	2	2926936 pert 1562488 all
