PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
cytologic	1	1	2709752 pert
cytolytic	1	1	2708506 pert
cytotoxic	1	1	2709917 pert
czaristic	1	1	2710043 pert
daisylike	1	1	3059477 pert
dalmatian	1	1	3059551 pert
damnatory	1	1	925177 all
danceable	1	1	2019805 all
dandified	1	1	849912 all
dantesque	1	1	3030364 pert
daredevil	1	1	250483 all
dark-blue	1	1	374477 all
dark-gray	1	1	390725 all
dark-grey	1	1	390725 all
darkening	1	1	274833 all
darwinian	1	1	3013550 pert
dastardly	1	1	265765 all
dauntless	1	1	250119 all
deadening	1	1	1345307 all
deaf-mute	1	1	682168 all
deafening	1	1	1453467 all
deathless	1	1	1558194 all
deathlike	1	1	97022 all
debauched	1	1	1549568 all
decayable	1	1	1753785 all
decollete	1	1	1209210 all
decorated	1	1	56002 all
decreased	1	1	881735 all
decumbent	1	1	1238201 all
decussate	1	1	653044 all
deducible	1	1	1296718 all
deep-eyed	1	1	989416 all
deep-laid	1	1	1797528 all
deep-pink	1	1	374556 all
deepening	1	1	1340691 all
defending	1	1	1630773 all
definable	1	1	739022 all
defoliate	1	1	1703710 all
dehiscent	1	1	702773 all
delimited	1	1	1006788 all
delineate	1	1	1714985 all
demagogic	1	1	3060782 pert
demanding	1	1	710260 all
demeaning	1	1	752555 all
demulcent	1	1	1153844 all
denatured	1	1	354692 all
dendritic	1	1	2934066 pert
depictive	1	1	1979326 all
derivable	1	1	698506 all
described	1	1	1715287 all
deserving	1	1	2586206 all
desiccate	1	1	806991 all
designate	1	1	1294756 all
designing	1	1	148852 all
deskbound	1	1	33886 all
despoiled	1	1	735709 all
desultory	1	1	1910819 all
detergent	1	1	2118181 all
deterrent	1	1	1764543 all
detersive	1	1	2118181 all
devouring	1	1	888477 all
dewy-eyed	1	1	2272047 all
dexterous	1	1	62367 all
dextrorse	1	1	743293 all
diacritic	1	1	774911 all
dialectal	1	1	3004561 pert
dialectic	1	1	3023644 pert
diametral	1	1	2711846 pert
dianoetic	1	1	1430452 all
diarrheal	1	1	638622 all
diarrheic	1	1	638622 all
diastolic	1	1	2712270 pert
diclinous	1	1	1542744 all
diestrous	1	1	2138428 all
diestrual	1	1	2138428 all
diffusing	1	1	468362 all
diffusive	1	1	468362 all
digestive	1	1	3060385 pert
dimorphic	1	1	2713368 pert
dioecious	1	1	1543633 all
dionysian	1	1	2713581 pert
dipterous	1	1	2713855 pert
directing	1	1	199114 all
directive	1	1	199114 all
dirigible	1	1	1475160 all
disabused	1	1	866182 all
disarming	1	1	1897948 all
discalced	1	1	2157041 all
discarded	1	1	2528206 all
disciform	1	1	2045894 all
disclosed	1	1	2508514 all
discoidal	1	1	2042267 all
disgraced	1	1	154163 all
disguised	1	1	1707230 all
disgusted	1	1	1806677 all
disjoined	1	1	568541 all
dismaying	1	1	193367 all
dismissed	1	1	864884 all
dispensed	1	1	540826 all
dispersed	1	1	540977 all
disrupted	1	1	597148 all
dissected	1	1	2172255 all
dissolute	1	1	1549568 all
dissolved	1	1	1506258 all
disunited	1	1	2481012 all
diverging	1	1	612652 all
diverting	1	1	1344485 all
dividable	1	1	785406 all
divisible	1	1	784533 all
dizygotic	1	1	2933807 pert
do-or-die	1	1	1990507 all
doctorial	1	1	2893338 pert
doctrinal	1	1	3006225 pert
doddering	1	1	1645296 all
dog-eared	1	1	2581829 all
dog-sized	1	1	2222965 all
dog-tired	1	1	2433451 all
dolabrate	1	1	2168014 all
dolomitic	1	1	3062151 pert
dolourous	1	1	1365239 all
dowerless	1	1	671593 all
downbound	1	1	2492565 all
downfield	1	1	2492812 all
downscale	1	1	2488553 all
downstage	1	1	2493867 all
downstair	1	1	2494092 all
draconian	1	1	3031102 pert
dreamless	1	1	2459862 all
dreamlike	1	1	1939226 all
dried-out	1	1	2552849 all
drinkable	1	1	797113 all
drizzling	1	1	2486504 all
dropsical	1	1	1176544 all
drug-free	1	1	799800 all
drum-like	1	1	2146760 all
dual-lane	1	1	2221550 all
dualistic	1	1	2947252 pert
dubitable	1	1	1916979 all
duty-free	1	1	2401196 all
dwindling	1	1	2537513 all
dynamical	1	1	808191 all
dyslectic	1	1	1275195 all
dysphoric	1	1	909363 all
dyspnoeal	1	1	267871 all
dyspnoeic	1	1	267871 all
eastbound	1	1	823556 all
ebullient	1	1	2279723 all
edematous	1	1	1176544 all
educative	1	1	1324424 all
edwardian	1	1	3062990 pert
effortful	1	1	836277 all
effulgent	1	1	280463 all
egregious	1	1	580039 all
eight-day	1	1	1439706 all
eightfold	1	1	2219988 all
eightieth	1	1	2208971 all
ellipsoid	1	1	2046446 all
emaciated	1	1	988988 all
embezzled	1	1	1403151 all
embroiled	1	1	1516014 all
embryonal	1	1	1490257 all
embryotic	1	1	818581 all
emollient	1	1	1153844 all
empowered	1	1	179315 all
empurpled	1	1	2017372 all
enchained	1	1	253196 all
enchanted	1	1	865471 all
encircled	1	1	1658666 all
encrusted	1	1	1695749 all
endearing	1	1	1459755 all
endemical	1	1	1427757 all
endocrine	1	1	2915055 pert
endoergic	1	1	872195 all
endurable	1	1	2435206 all
enervated	1	1	2324944 all
enjoyable	1	1	1801029 all
enkindled	1	1	475625 all
entranced	1	1	865620 all
enwrapped	1	1	163948 all
enzymatic	1	1	3005039 pert
eparchial	1	1	2871575 pert
ephemeral	1	1	1756292 all
epicarpal	1	1	2932231 pert
epicyclic	1	1	2940115 pert
epidermal	1	1	2876088 pert
epidermic	1	1	2876088 pert
epileptic	1	1	2945660 pert
epilithic	1	1	2720965 pert
epiphytic	1	1	3022349 pert
epistemic	1	1	2850132 pert
epizootic	1	1	1427010 all
eponymous	1	1	3036595 pert
equitable	1	1	958151 all
ergonomic	1	1	2721877 pert
eristical	1	1	604221 all
erogenous	1	1	2104190 all
erroneous	1	1	632949 all
errorless	1	1	1750746 all
erstwhile	1	1	1729566 all
erythroid	1	1	2722421 pert
estranged	1	1	1463326 all
estuarial	1	1	2723420 pert
estuarine	1	1	2723420 pert
ethiopian	1	1	3064693 pert
etiolated	1	1	405554 all
euclidean	1	1	3065227 pert
euclidian	1	1	3065227 pert
eudemonic	1	1	2859817 pert
euphonous	1	1	300738 all
eutherian	1	1	3018964 pert
eutrophic	1	1	2716247 pert
even-toed	1	1	2643673 pert
evergreen	1	1	913551 all
evidenced	1	1	1894077 all
evocative	1	1	1977669 all
exanimate	1	1	97768 all
exaugural	1	1	1290947 all
exceeding	1	1	1676026 all
excellent	1	1	2343110 all
exchanged	1	1	354833 all
excretory	1	1	2724050 pert
excursive	1	1	768397 all
executive	1	1	3017922 pert
exergonic	1	1	291848 all
exodontic	1	1	2916403 pert
exogenous	1	1	873251 all
expansile	1	1	844263 all
expensive	1	1	933154 all
experient	1	1	935500 all
expiative	1	1	2940509 pert
expiatory	1	1	2940509 pert
extempore	1	1	1845451 all
extensile	1	1	944449 all
extravert	1	1	1351637 all
extremist	1	1	1535270 all
extrinsic	1	1	1349041 all
extrovert	1	1	1351637 all
extrusive	1	1	1355556 all
eyes-only	1	1	415543 all
facetious	1	1	1264913 all
factorial	1	1	2725350 pert
faithless	1	1	962939 all
falciform	1	1	2315914 all
falconine	1	1	2992601 pert
faltering	1	1	2304035 all
fanatical	1	1	1726859 all
fang-like	1	1	801874 all
far-famed	1	1	1375831 all
far-right	1	1	2030562 all
fascistic	1	1	2920769 pert
fashioned	1	1	1340016 all
fatheaded	1	1	440292 all
fattening	1	1	1005506 all
faultless	1	1	1750847 all
faveolate	1	1	327690 all
federated	1	1	2477457 all
felonious	1	1	1402763 all
fencelike	1	1	1658195 all
ferocious	1	1	2511528 all
fibrinous	1	1	2727369 pert
fiduciary	1	1	2848388 pert
fifteenth	1	1	2203976 all
fifty-one	1	1	2191336 all
fifty-six	1	1	2191803 all
fifty-two	1	1	2191427 all
file-like	1	1	801947 all
fimbriate	1	1	2247074 all
financial	1	1	2847894 pert
fireproof	1	1	474227 all
firstborn	1	1	1012100 all
firsthand	1	1	1852812 all
fistulate	1	1	2264657 all
five-fold	1	1	2219660 all
flammable	1	1	473658 all
flattened	1	1	659530 all
flavorful	1	1	2396911 all
flavorous	1	1	2396911 all
flowering	1	1	2597850 all
flustered	1	1	532560 all
foliolate	1	1	1701769 all
foolhardy	1	1	250739 all
foolproof	1	1	965176 all
footloose	1	1	1063286 all
forbidden	1	1	1761375 all
forceless	1	1	842914 all
forcipate	1	1	2730212 pert
foregoing	1	1	126235 all
forfeited	1	1	1452385 all
forficate	1	1	2479602 all
forgotten	1	1	1608465 all
fork-like	1	1	2479602 all
form-only	1	1	1043070 all
formulaic	1	1	606240 all
formulary	1	1	2730861 pert
forty-one	1	1	2190377 all
forty-six	1	1	2190849 all
forty-two	1	1	2190469 all
fossorial	1	1	2590614 all
four-lane	1	1	2221951 all
fourpenny	1	1	2223263 all
fourscore	1	1	2194151 all
frangible	1	1	709446 all
free-soil	1	1	1065941 all
fresh-cut	1	1	1068217 all
fricative	1	1	1157179 all
frivolous	1	1	2120458 all
frontmost	1	1	198610 all
fruitless	1	1	1866812 all
fruticose	1	1	3021866 pert
fucked-up	1	1	1669617 all
fugacious	1	1	1756292 all
fulfilled	1	1	552089 all
fulgurant	1	1	1283787 all
fulgurous	1	1	1283787 all
full-clad	1	1	522680 all
full-face	1	1	203495 all
full-page	1	1	515753 all
full-size	1	1	1388655 all
full-term	1	1	1495381 all
full-time	1	1	1089136 all
fulminant	1	1	1144102 all
funicular	1	1	2848658 pert
furnished	1	1	1096990 all
galilaean	1	1	2732569 pert
galwegian	1	1	2978335 pert
garmented	1	1	454440 all
garrulous	1	1	2384077 all
gas-tight	1	1	1398528 all
genotypic	1	1	2942542 pert
geophytic	1	1	2735375 pert
gerundial	1	1	3121060 pert
getatable	1	1	19505 all
ghostlike	1	1	1574925 all
gill-less	1	1	1107094 all
glabellar	1	1	2735911 pert
glaciated	1	1	1078932 all
gladdened	1	1	705336 all
glamorous	1	1	922051 all
glandular	1	1	3069238 pert
glassless	1	1	1120766 all
glorified	1	1	179190 all
gloveless	1	1	1428509 all
glowering	1	1	1137378 all
glutinous	1	1	53691 all
god-awful	1	1	1802774 all
goddamned	1	1	669942 all
good-time	1	1	2258002 all
gooselike	1	1	439905 all
governing	1	1	792075 all
gradatory	1	1	1143138 all
grammatic	1	1	2880322 pert
granulose	1	1	2231502 all
grapelike	1	1	2736716 pert
graspable	1	1	533452 all
grassless	1	1	210212 all
grasslike	1	1	209916 all
gratified	1	1	1805801 all
gray-blue	1	1	375471 all
gray-pink	1	1	375847 all
greensick	1	1	2695389 pert
greenside	1	1	3070230 pert
grenadian	1	1	3070697 pert
grey-blue	1	1	375471 all
grey-pink	1	1	375847 all
groveling	1	1	789871 all
gruelling	1	1	836544 all
grumbling	1	1	1457079 all
guileless	1	1	2318950 all
guiltless	1	1	1319874 all
gumptious	1	1	885099 all
gustative	1	1	2868916 pert
gustatory	1	1	2868916 pert
habitable	1	1	1423851 all
hackneyed	1	1	1688757 all
hagridden	1	1	2458046 all
half-bred	1	1	1904698 all
half-size	1	1	1393397 all
half-time	1	1	1089616 all
hand-down	1	1	1639720 all
hand-held	1	1	3149169 ppl
hand-hewn	1	1	663576 all
handelian	1	1	3032383 pert
hands-off	1	1	39929 all
handwoven	1	1	673807 all
haploidic	1	1	1147433 all
hard-line	1	1	1026150 all
hardbound	1	1	200258 all
hardcover	1	1	200258 all
harnessed	1	1	599292 all
harrowing	1	1	1711724 all
hawk-eyed	1	1	2158438 all
hazardous	1	1	2059811 all
headfirst	1	1	203614 all
healthier	1	1	231963 all
heartfelt	1	1	2179968 all
heathlike	1	1	2739013 pert
hebridean	1	1	2739085 pert
hell-bent	1	1	1991166 all
hemolytic	1	1	3007530 pert
henpecked	1	1	789988 all
heraldist	1	1	2993591 pert
heretical	1	1	1691474 all
heritable	1	1	1313929 all
hesperian	1	1	825375 all
heterodox	1	1	1691474 all
heuristic	1	1	92933 all
hexagonal	1	1	2741797 pert
hidebound	1	1	575012 all
hifalutin	1	1	1850288 all
high-rise	1	1	1218341 all
high-risk	1	1	2274537 all
high-tech	1	1	1208571 all
hilarious	1	1	1266841 all
himalayan	1	1	2965861 pert
hindering	1	1	1764351 all
hiplength	1	1	3072673 pert
historied	1	1	1121402 all
hitlerian	1	1	3032736 pert
hobnailed	1	1	2052197 all
homebound	1	1	558827 all
homegrown	1	1	1036874 all
homicidal	1	1	248837 all
homologic	1	1	1220882 all
homonymic	1	1	2741150 pert
homophile	1	1	1201937 all
honeylike	1	1	2338125 all
honorific	1	1	1994404 all
hoped-for	1	1	929815 all
horrified	1	1	79786 all
hortative	1	1	866735 all
hortatory	1	1	866735 all
hoydenish	1	1	1485708 all
hugoesque	1	1	3033024 pert
humanlike	1	1	1259123 all
humongous	1	1	1388062 all
humorless	1	1	1268426 all
humourous	1	1	1264336 all
hundredth	1	1	2209423 all
hungarian	1	1	2961505 pert
hush-hush	1	1	1706465 all
hushed-up	1	1	470372 all
hyperemic	1	1	3011750 pert
hyperfine	1	1	2414323 all
hyperopic	1	1	2157747 all
hypethral	1	1	1659014 all
icelandic	1	1	3074173 pert
idealised	1	1	1751353 all
idealized	1	1	1751353 all
ideologic	1	1	12932 all
idiomatic	1	1	3004358 pert
ignescent	1	1	473778 all
ignitable	1	1	473243 all
ignitible	1	1	473243 all
ill-famed	1	1	1984411 all
ill-fated	1	1	1051410 all
ill-timed	1	1	1662119 all
illegible	1	1	1405214 all
illiberal	1	1	288237 all
imaginary	1	1	1936528 all
imbecilic	1	1	1840880 all
imbricate	1	1	2241078 all
imitation	1	1	1573238 all
immovable	1	1	1525320 all
immunised	1	1	2363811 all
immunized	1	1	2363811 all
immutable	1	1	356648 all
impeccant	1	1	2513614 all
impellent	1	1	842550 all
impelling	1	1	835122 all
impendent	1	1	448314 all
impending	1	1	448314 all
imperious	1	1	1891109 all
implanted	1	1	1635633 all
imploring	1	1	713995 all
impolitic	1	1	1814085 all
imprecise	1	1	1839417 all
impressed	1	1	71142 all
impromptu	1	1	1845451 all
improving	1	1	2487108 all
imputable	1	1	171872 all
in-bounds	1	1	955802 all
in-person	1	1	1768466 all
inaudible	1	1	174379 all
incertain	1	1	337404 all
incessant	1	1	595299 all
incipient	1	1	818829 all
inclusive	1	1	1863680 all
incognito	1	1	2089724 all
increased	1	1	880207 all
incurious	1	1	665587 all
incursive	1	1	1629681 all
incurvate	1	1	2316524 all
indelible	1	1	898488 all
indexical	1	1	2937534 pert
indexless	1	1	2937648 pert
indignant	1	1	115494 all
inelastic	1	1	845528 all
inelegant	1	1	851103 all
inerrable	1	1	965359 all
infertile	1	1	1002377 all
inflowing	1	1	1295255 all
ingenious	1	1	61885 all
ingrained	1	1	1635633 all
ingrowing	1	1	1177435 all
inhabited	1	1	1311321 all
inherited	1	1	1314537 all
inhibited	1	1	1316222 all
injurious	1	1	1161059 all
ink-black	1	1	390195 all
innoxious	1	1	1611973 all
inodorous	1	1	1057775 all
inpouring	1	1	1295337 all
inquiring	1	1	878829 all
insatiate	1	1	2078399 all
insincere	1	1	2180797 all
insolvent	1	1	2026442 all
insomniac	1	1	187176 all
inspiring	1	1	1323096 all
insulting	1	1	1995288 all
insurable	1	1	2096923 all
insurgent	1	1	963283 all
interbred	1	1	1291850 all
intestate	1	1	2444894 all
intricate	1	1	2178500 all
intruding	1	1	1353153 all
inundated	1	1	1083754 all
inventive	1	1	643863 all
invidious	1	1	997394 all
inwrought	1	1	59201 all
iodinated	1	1	3005276 pert
iron-gray	1	1	390332 all
iron-grey	1	1	390332 all
irritated	1	1	1806106 all
irruptive	1	1	1355378 all
ischaemic	1	1	2751733 pert
isoclinal	1	1	891705 all
isoclinic	1	1	891705 all
isocyclic	1	1	677170 all
isolating	1	1	111604 all
isopteran	1	1	3137840 pert
isosceles	1	1	2372951 all
isosmotic	1	1	894980 all
isotropic	1	1	1360804 all
iterative	1	1	1964632 all
itinerant	1	1	2128566 all
jacobinic	1	1	3076230 pert
jellylike	1	1	2416610 all
jerkwater	1	1	637455 all
jet-black	1	1	388849 all
jittering	1	1	345860 all
jordanian	1	1	3077235 pert
judicable	1	1	739163 all
judicious	1	1	1898722 all
jumentous	1	1	2753345 pert
jumped-up	1	1	1850742 all
junoesque	1	1	2139793 all
justified	1	1	910750 all
katabatic	1	1	109782 all
keen-eyed	1	1	954064 all
keynesian	1	1	3034035 pert
kid-glove	1	1	759169 all
king-size	1	1	1388228 all
kittenish	1	1	2123007 all
knackered	1	1	2434115 all
knee-deep	1	1	692154 all
knockdown	1	1	467737 all
laborious	1	1	836544 all
labouring	1	1	293376 all
laciniate	1	1	2247166 all
lactating	1	1	2554267 all
laid-back	1	1	2408011 all
lamenting	1	1	1365785 all
lancelike	1	1	2168549 all
lancinate	1	1	803432 all
large-cap	1	1	2754618 pert
larghetto	1	1	983304 all
laryngeal	1	1	2881995 pert
lash-like	1	1	3015113 pert
laudatory	1	1	906312 all
laurelled	1	1	1381777 all
lead-free	1	1	1397251 all
leaf-like	1	1	1702543 all
leakproof	1	1	1398865 all
leathered	1	1	2446070 all
lecherous	1	1	2133431 all
leechlike	1	1	726723 all
left-eyed	1	1	954153 all
left-wing	1	1	2031335 all
leisurely	1	1	1272176 all
lemonlike	1	1	2369460 all
lentiform	1	1	537745 all
lethargic	1	1	875712 all
levantine	1	1	3080862 pert
levitical	1	1	2755399 pert
libellous	1	1	1161233 all
libertine	1	1	1549568 all
libidinal	1	1	2945514 pert
life-size	1	1	1388655 all
lingulate	1	1	2046736 all
lithesome	1	1	1140290 all
locomotor	1	1	2994448 pert
long-life	1	1	1440641 all
long-play	1	1	981455 all
long-term	1	1	1441000 all
long-wool	1	1	1435399 all
looseleaf	1	1	257579 all
lop-eared	1	1	812521 all
loverlike	1	1	1466038 all
low-class	1	1	259568 all
low-grade	1	1	2347489 all
low-keyed	1	1	2000406 all
low-toned	1	1	1455888 all
lowbrowed	1	1	1334075 all
lowercase	1	1	1467298 all
lowermost	1	1	2440881 all
lucifugal	1	1	2757215 pert
lucrative	1	1	1871774 all
lumbering	1	1	1192786 all
lung-like	1	1	2757863 pert
lunisolar	1	1	2757975 pert
lymphatic	1	1	2831031 pert
lynx-eyed	1	1	2158438 all
lyonnaise	1	1	617678 all
macaronic	1	1	2758328 pert
maddening	1	1	1809245 all
magnified	1	1	881177 all
mail-clad	1	1	144510 all
makeshift	1	1	1757211 all
maladroit	1	1	63277 all
malaysian	1	1	3083417 pert
malformed	1	1	2141298 all
malicious	1	1	224731 all
malignant	1	1	2594714 all
mammalian	1	1	2832272 pert
mancunian	1	1	3084196 pert
mandatory	1	1	848466 all
manichean	1	1	2759009 pert
maniclike	1	1	2076713 all
maplelike	1	1	614200 all
marauding	1	1	1629832 all
marked-up	1	1	1405390 all
markovian	1	1	2994754 pert
marmoreal	1	1	2994872 pert
marmorean	1	1	2994872 pert
marsupial	1	1	2995373 pert
masoretic	1	1	2895565 pert
masterful	1	1	2226979 all
mastoidal	1	1	2853434 pert
matchless	1	1	505410 all
matutinal	1	1	2759480 pert
mauritian	1	1	3084759 pert
maxillary	1	1	2878147 pert
mediatory	1	1	2990035 pert
medicinal	1	1	1166656 all
memorable	1	1	1040752 all
mendelian	1	1	3085715 pert
mendicant	1	1	714437 all
meningeal	1	1	2761251 pert
menstrual	1	1	2879273 pert
merciless	1	1	1507402 all
mercurous	1	1	2763520 pert
meritable	1	1	2586747 all
meritless	1	1	2502578 all
messianic	1	1	2867242 pert
metallike	1	1	1528946 all
metalloid	1	1	1529479 all
metameric	1	1	2481951 all
methodist	1	1	2955562 pert
metonymic	1	1	1419999 all
micaceous	1	1	2764031 pert
microbial	1	1	3014485 pert
midweekly	1	1	1970322 all
milk-sick	1	1	2545592 all
millionth	1	1	2212591 all
minacious	1	1	194357 all
miniature	1	1	1394075 all
minimized	1	1	883075 all
miniscule	1	1	1394180 all
mirthless	1	1	1368657 all
misogynic	1	1	2464491 all
misshapen	1	1	2141298 all
missional	1	1	2765506 pert
mitigable	1	1	1785079 all
mitigated	1	1	1519284 all
momentary	1	1	1443097 all
momentous	1	1	2161982 all
monarchic	1	1	718339 all
monatomic	1	1	2884766 pert
monecious	1	1	1542865 all
monodical	1	1	1544059 all
monogenic	1	1	1314863 all
monogynic	1	1	1544688 all
monoicous	1	1	1542865 all
monoploid	1	1	1147433 all
monotypic	1	1	2765965 pert
monovular	1	1	292448 all
monthlong	1	1	1441418 all
moraceous	1	1	2766085 pert
morphemic	1	1	2936410 pert
mortgaged	1	1	868815 all
mothproof	1	1	1774619 all
motivated	1	1	1558385 all
motorised	1	1	1559484 all
motorless	1	1	1559804 all
mouselike	1	1	378280 all
mouthless	1	1	2310771 all
mouthlike	1	1	2310679 all
mozartean	1	1	3035675 pert
mozartian	1	1	3035675 pert
mud-brick	1	1	3140621 pert
mullioned	1	1	2482159 all
multiform	1	1	1966853 all
multilane	1	1	2221362 all
murderous	1	1	248837 all
murmuring	1	1	1456038 all
murmurous	1	1	1456221 all
muscovite	1	1	3088695 pert
mustached	1	1	2154334 all
mutagenic	1	1	2987017 pert
mutilated	1	1	1020282 all
mutualist	1	1	726445 all
mycenaean	1	1	3016857 pert
myopathic	1	1	2766952 pert
mystified	1	1	1766550 all
narrative	1	1	498912 all
nauseated	1	1	2545689 all
navicular	1	1	2148526 all
navigable	1	1	1724743 all
neck-deep	1	1	1516605 all
nectarous	1	1	2395910 all
nefarious	1	1	2515001 all
negligent	1	1	754873 all
neolithic	1	1	3090086 pert
neotenous	1	1	2768421 pert
nestorian	1	1	2768611 pert
neuralgic	1	1	3090456 pert
newtonian	1	1	3036014 pert
niggardly	1	1	1113636 all
nightlong	1	1	1441530 all
nilpotent	1	1	3012377 pert
nine-fold	1	1	2220099 all
ninepenny	1	1	2223881 all
ninetieth	1	1	2209197 all
nipponese	1	1	2965043 pert
nitwitted	1	1	441365 all
no-frills	1	1	901650 all
nodulated	1	1	2141867 all
noiseless	1	1	1919282 all
nominated	1	1	846625 all
non-slave	1	1	1065941 all
non-white	1	1	242575 all
noncausal	1	1	325197 all
nonechoic	1	1	1217919 all
nonimmune	1	1	2362178 all
nonkosher	1	1	428121 all
nonleaded	1	1	1397251 all
nonlethal	1	1	994326 all
nonlinear	1	1	1417790 all
nonliving	1	1	118238 all
nonmodern	1	1	1536911 all
nonmotile	1	1	1525502 all
nonmoving	1	1	1564073 all
nonpareil	1	1	505410 all
nonplused	1	1	1765926 all
nonporous	1	1	329695 all
nonprofit	1	1	484680 all
nonpublic	1	1	1860207 all
nonracial	1	1	1928381 all
nonracist	1	1	286470 all
nonrandom	1	1	1925158 all
nonresiny	1	1	55142 all
nonsexual	1	1	2135913 all
nonsocial	1	1	2253205 all
nonviable	1	1	98043 all
nonviscid	1	1	55041 all
nonvisual	1	1	2518370 all
northmost	1	1	1601462 all
northward	1	1	1600713 all
norwegian	1	1	2959912 pert
nostalgic	1	1	889098 all
notorious	1	1	1984411 all
nourished	1	1	2300227 all
nucleated	1	1	2862797 pert
nullified	1	1	2500497 all
numerable	1	1	301589 all
nurturant	1	1	506743 all
nutritive	1	1	2557719 all
obligated	1	1	1616474 all
obnoxious	1	1	1626874 all
observing	1	1	1745517 all
obsessive	1	1	1585022 all
obstetric	1	1	2917694 pert
obviating	1	1	1765132 all
occipital	1	1	2934994 pert
occlusive	1	1	2950154 pert
occurrent	1	1	667641 all
ocellated	1	1	2869368 pert
octagonal	1	1	2834862 pert
odourless	1	1	1057775 all
oecumenic	1	1	2092460 all
off-guard	1	1	1932633 all
off-white	1	1	392460 all
offending	1	1	1631025 all
officious	1	1	1352561 all
oil-fired	1	1	1099134 all
old-world	1	1	1537628 all
oleaceous	1	1	2770479 pert
olfactive	1	1	2770629 pert
olfactory	1	1	2770629 pert
olivelike	1	1	2046828 all
omissible	1	1	1857410 all
on-street	1	1	1638311 all
oncologic	1	1	2913243 pert
one-armed	1	1	146693 all
one-eared	1	1	241004 all
one-horse	1	1	637455 all
one-party	1	1	237156 all
one-piece	1	1	1649876 all
one-woman	1	1	2214518 all
onomastic	1	1	2771174 pert
open-eyed	1	1	91764 all
open-plan	1	1	2003477 all
opportune	1	1	1660994 all
opposable	1	1	1662510 all
oppressed	1	1	869972 all
opthalmic	1	1	2869823 pert
organised	1	1	2474476 all
orienting	1	1	1684426 all
orthoptic	1	1	3095257 pert
orwellian	1	1	2772012 pert
ossicular	1	1	3138396 pert
otherwise	1	1	2071301 all
outdoorsy	1	1	1692640 all
outermost	1	1	949883 all
outrigged	1	1	1093631 all
outspread	1	1	1431938 all
overeager	1	1	811707 all
overhasty	1	1	1270868 all
overjoyed	1	1	1363936 all
overladen	1	1	1085848 all
overlarge	1	1	1390130 all
overlying	1	1	2349149 all
overnight	1	1	1441530 all
overproud	1	1	1892433 all
oversexed	1	1	2134286 all
oversized	1	1	1389993 all
oviparous	1	1	2519171 all
ownerless	1	1	360569 all
oxidative	1	1	68883 all
pain-free	1	1	1713250 all
paintable	1	1	1715872 all
painterly	1	1	70288 all
pakistani	1	1	3095964 pert
palatable	1	1	1716227 all
pale-hued	1	1	399923 all
paleozoic	1	1	2996801 pert
palladian	1	1	2772819 pert
palpatory	1	1	2773293 pert
palpitant	1	1	2304322 all
pampering	1	1	1299484 all
pandurate	1	1	2170052 all
panegyric	1	1	906099 all
panoramic	1	1	2561123 all
pantheist	1	1	2931675 pert
pantropic	1	1	2443803 all
paperback	1	1	257232 all
paperlike	1	1	2691531 pert
papillary	1	1	3010176 pert
papillate	1	1	3010337 pert
papillose	1	1	3010176 pert
paradisal	1	1	1180084 all
paralyzed	1	1	2545989 all
paramount	1	1	792202 all
paranasal	1	1	2774164 pert
paroicous	1	1	1543502 all
part-time	1	1	1089369 all
passerine	1	1	2775029 pert
pastelike	1	1	406140 all
patriotic	1	1	1740207 all
patristic	1	1	3020463 pert
patterned	1	1	1786133 all
pavlovian	1	1	3036316 pert
pea-green	1	1	379495 all
pectinate	1	1	2247422 all
pectineal	1	1	2776296 pert
pecuniary	1	1	2775934 pert
pedagogic	1	1	2945971 pert
pediatric	1	1	2893637 pert
pedigreed	1	1	1903965 all
pelecypod	1	1	2484078 all
pell-mell	1	1	1271410 all
pencilled	1	1	3151711 ppl
pendulous	1	1	1238486 all
penniless	1	1	2023661 all
penumbral	1	1	2779654 pert
peregrine	1	1	2128084 all
perfected	1	1	2148917 all
perfervid	1	1	1726235 all
perforate	1	1	662139 all
perigonal	1	1	2775713 pert
perinasal	1	1	2978928 pert
perinatal	1	1	129276 all
permeable	1	1	1772032 all
perplexed	1	1	1765643 all
perturbed	1	1	532560 all
pervasive	1	1	468795 all
pestering	1	1	89550 all
petalless	1	1	1776532 all
petallike	1	1	1702727 all
pharaonic	1	1	2776813 pert
pharisaic	1	1	1782100 all
phrenetic	1	1	86341 all
piagetian	1	1	3036464 pert
piecemeal	1	1	1143006 all
pig-sized	1	1	2224076 all
pigheaded	1	1	2327428 all
pilotless	1	1	1480080 all
pinchbeck	1	1	1118118 all
pint-size	1	1	2387790 all
piscatory	1	1	3100315 pert
pituitary	1	1	3100479 pert
pizzicato	1	1	945927 all
placating	1	1	759826 all
placative	1	1	759826 all
placatory	1	1	759826 all
placeable	1	1	1272920 all
placental	1	1	1830946 all
plaintive	1	1	1366157 all
platelike	1	1	659421 all
plenteous	1	1	14490 all
plethoric	1	1	15720 all
plumbable	1	1	994744 all
plumelike	1	1	999136 all
plundered	1	1	1087757 all
plutonian	1	1	1304081 all
pneumatic	1	1	2838894 pert
polemical	1	1	602563 all
polygenic	1	1	1315025 all
polygonal	1	1	3100611 pert
polymeric	1	1	2782225 pert
polyphase	1	1	2888295 pert
polyploid	1	1	1147836 all
polytonal	1	1	2437685 all
pondering	1	1	2419434 all
popliteal	1	1	2782525 pert
