PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
disaccord	1	1	2718543 stative
disaffect	1	1	1823528 emotion
disburden	1	1	1487927 contact
discolour	1	1	281101 change
discomfit	1	1	1790020 emotion
disembark	1	1	1979241 motion
disembody	1	1	2350767 possession
disenable	1	1	512186 change
disesteem	1	1	694641 cognition
disfavour	1	1	2513460 social
disfigure	1	1	1549905 contact
disforest	1	1	196024 change
disinfect	1	1	89324 body
disinfest	1	1	2350620 possession
disorient	1	1	2159741 perception
disparage	1	1	845909 communication
displease	1	1	1817130 emotion
distemper	1	1	1683422 creation
dive-bomb	1	1	1132667 competition
downgrade	1	1	660730 cognition
dropforge	1	1	1675667 creation
dry-nurse	1	1	1186844 consumption
dulcorate	1	1	2195470 perception
dumbfound	1	1	622384 cognition
eavesdrop	1	1	2189714 perception
embrangle	1	1	402831 change
embrittle	1	1	505620 change
embrocate	1	1	85626 body
empathise	1	1	594058 cognition
empathize	1	1	594058 cognition
encompass	1	1	2629793 stative
encrimson	1	1	535061 change
endeavour	1	1	2531199 social
enrapture	1	1	1817314 emotion
epitomise	1	1	2699141 stative
epitomize	1	1	2699141 stative
eroticize	1	1	586241 change
euphemise	1	1	933107 communication
euphemize	1	1	933107 communication
eventuate	1	1	2611002 stative
exculpate	1	1	904046 communication
exonerate	1	1	904046 communication
expatiate	1	1	955601 communication
expurgate	1	1	201034 change
brandmark	1	1	1588876 contact
broadside	1	1	1237231 contact
buccaneer	1	1	2616012 stative
burlesque	1	1	849939 communication
butt-weld	1	1	1596404 contact
calcimine	1	1	1269988 contact
cannonade	1	1	1136481 competition
cannulate	1	1	1422172 contact
cannulise	1	1	1422172 contact
cannulize	1	1	1422172 contact
caparison	1	1	1670315 creation
capsulate	1	1	1581070 contact
captivate	1	1	1806505 emotion
carburise	1	1	373520 change
carburize	1	1	373520 change
carnalise	1	1	133978 change
carpenter	1	1	2408843 social
cartwheel	1	1	2046286 motion
caterwaul	1	1	914634 communication
cerebrate	1	1	628491 cognition
chandelle	1	1	1970125 motion
chaperone	1	1	2026712 motion
character	1	1	1322391 contact
chauffeur	1	1	2058049 motion
checkmate	1	1	1114475 competition
cheerlead	1	1	858437 communication
chemisorb	1	1	1599666 contact
chit-chat	1	1	1038666 communication
chondrify	1	1	499512 change
chronicle	1	1	1001136 communication
cicatrise	1	1	1551679 contact
cicatrize	1	1	1551679 contact
clapboard	1	1	1337412 contact
clear-cut	1	1	195091 change
co-author	1	1	1704631 creation
cocainise	1	1	21679 body
cocainize	1	1	21679 body
coeducate	1	1	2387792 social
colorcast	1	1	969769 communication
colourise	1	1	283911 change
colourize	1	1	283911 change
comminate	1	1	864910 communication
comminute	1	1	331082 change
commutate	1	1	139367 change
companion	1	1	2716767 stative
concenter	1	1	731789 cognition
concentre	1	1	731789 cognition
configure	1	1	1657641 creation
conscript	1	1	1098706 competition
consonate	1	1	2184163 perception
cooperate	1	1	2416278 social
copyright	1	1	2239533 possession
corkscrew	1	1	2049561 motion
corrugate	1	1	1387164 contact
cosponsor	1	1	2220349 possession
crenelate	1	1	2335629 possession
crepitate	1	1	2175384 perception
crescendo	1	1	546729 change
crossruff	1	1	1078573 competition
currycomb	1	1	1596855 contact
cybernate	1	1	1718952 creation
damascene	1	1	1682446 creation
date-mark	1	1	735224 cognition
de-access	1	1	2247749 possession
acuminate	1	1	393227 change
admeasure	1	1	2295082 possession
advantage	1	1	2513268 social
aestivate	1	1	16183 body
air-slake	1	1	214794 change
alchemise	1	1	139586 change
alchemize	1	1	139586 change
alligator	1	1	337700 change
allowance	1	1	2255821 possession
altercate	1	1	775156 communication
aluminise	1	1	1338113 contact
aluminize	1	1	1338113 contact
ambuscade	1	1	1138204 competition
ammoniate	1	1	187147 change
analogise	1	1	653283 cognition
analogize	1	1	653283 cognition
anatomise	1	1	1550594 contact
anglicise	1	1	300317 change
anglicize	1	1	300317 change
apotheose	1	1	693633 cognition
appertain	1	1	2653706 stative
arbitrage	1	1	2260959 possession
arbitrate	1	1	760956 communication
aromatise	1	1	2126382 perception
aromatize	1	1	2126382 perception
atom-bomb	1	1	1132980 competition
autoclave	1	1	62973 body
autograph	1	1	997133 communication
avalanche	1	1	1966706 motion
backcross	1	1	1429825 contact
backslide	1	1	204585 change
backspace	1	1	1005373 communication
backtrack	1	1	2004528 motion
bacterise	1	1	138360 change
bacterize	1	1	138360 change
balkanise	1	1	2469711 social
balkanize	1	1	2469711 social
bamboozle	1	1	839194 communication
barricado	1	1	1127075 competition
bastinado	1	1	1399921 contact
bedraggle	1	1	216692 change
bellyache	1	1	910973 communication
beplaster	1	1	1612964 contact
bespatter	1	1	1538629 contact
bespeckle	1	1	1538310 contact
bewhisker	1	1	2332173 possession
bird-nest	1	1	1383245 contact
birdwatch	1	1	1139865 competition
blackjack	1	1	2581073 social
blacklead	1	1	1602821 contact
blacklist	1	1	2473143 social
blindfold	1	1	1337927 contact
blueprint	1	1	1683582 creation
boat-race	1	1	1086854 competition
body-surf	1	1	1948339 motion
bodypaint	1	1	1681635 creation
bombilate	1	1	2182109 perception
bombinate	1	1	2182109 perception
bombproof	1	1	166220 change
bonderise	1	1	1266457 contact
bonderize	1	1	1266457 contact
boomerang	1	1	2005778 motion
bootstrap	1	1	2552052 social
brachiate	1	1	1891489 motion
tailgate	1	1	1998125 motion
tapdance	1	1	1895757 motion
teetotal	1	1	1196364 consumption
telecast	1	1	969506 communication
teleport	1	1	2104690 motion
televise	1	1	969506 communication
terrasse	1	1	2226380 possession
theorise	1	1	633443 cognition
thoriate	1	1	497391 change
ticktack	1	1	2175578 perception
ticktock	1	1	2175578 perception
tippytoe	1	1	1924023 motion
titivate	1	1	293977 change
toboggan	1	1	1940034 motion
topdress	1	1	503058 change
totalise	1	1	193790 change
totalize	1	1	193790 change
transact	1	1	2245765 possession
transect	1	1	1550949 contact
transude	1	1	67999 body
travesty	1	1	1724083 creation
trephine	1	1	62067 body
two-step	1	1	1896995 motion
two-time	1	1	2576790 social
unbridle	1	1	2366451 possession
unbuckle	1	1	1548447 contact
unbutton	1	1	1368001 contact
unchurch	1	1	1030397 communication
uncouple	1	1	1297813 contact
underact	1	1	1751389 creation
underpay	1	1	2250216 possession
unhallow	1	1	867062 communication
unicycle	1	1	1935846 motion
unmuzzle	1	1	2341086 possession
unsaddle	1	1	1492576 contact
unsettle	1	1	1783881 emotion
unsolder	1	1	1299667 contact
unstaple	1	1	1367456 contact
unstrain	1	1	25654 body
unstring	1	1	1359303 contact
vacation	1	1	2708707 stative
vagabond	1	1	1881180 motion
vanquish	1	1	1101913 competition
venerate	1	1	1778568 emotion
venesect	1	1	84107 body
vesicate	1	1	379774 change
vilipend	1	1	855933 communication
virilise	1	1	566569 change
virilize	1	1	566569 change
vivisect	1	1	1550403 contact
vowelise	1	1	983635 communication
vowelize	1	1	983635 communication
waitress	1	1	2413290 social
windsurf	1	1	1948450 motion
womanise	1	1	2590910 social
yarn-dye	1	1	283805 change
abacinate	1	1	2168378 perception
ablactate	1	1	1186958 consumption
abominate	1	1	1774426 emotion
accession	1	1	999568 communication
acclimate	1	1	393677 change
acid-wash	1	1	1537271 contact
acidulate	1	1	2196690 perception
acquiesce	1	1	804139 communication
redeploy	1	1	1379804 contact
redesign	1	1	1640107 creation
redirect	1	1	1953334 motion
refinish	1	1	1265246 contact
reforest	1	1	1568346 contact
rehearse	1	1	1723224 creation
reignite	1	1	2760344 weather
reimpose	1	1	2307140 possession
renegade	1	1	2583379 social
rephrase	1	1	961736 communication
reproach	1	1	825975 communication
resemble	1	1	2665282 stative
resettle	1	1	415828 change
resinate	1	1	2192383 perception
resmudge	1	1	1252130 contact
resplend	1	1	2733453 stative
resubmit	1	1	2310157 possession
revivify	1	1	24279 body
ricochet	1	1	1892104 motion
ridicule	1	1	851933 communication
roleplay	1	1	1719921 creation
romanise	1	1	995525 communication
romanize	1	1	995525 communication
sabotage	1	1	2543607 social
salinate	1	1	531769 change
sanitate	1	1	2361981 possession
satirise	1	1	852685 communication
satirize	1	1	852685 communication
scaffold	1	1	1217617 contact
schmoose	1	1	1039162 communication
schmooze	1	1	1039162 communication
scraunch	1	1	1058224 communication
seaplane	1	1	1943153 motion
sentence	1	1	906735 communication
serenade	1	1	1703857 creation
shanghai	1	1	1471547 contact
shellack	1	1	1270589 contact
shoehorn	1	1	301544 change
shoetree	1	1	319111 change
shoplift	1	1	2277303 possession
sideline	1	1	2399679 social
sidestep	1	1	809654 communication
sightsee	1	1	1843904 motion
signpost	1	1	922320 communication
simonise	1	1	1245490 contact
simonize	1	1	1245490 contact
simplify	1	1	400427 change
skimcoat	1	1	1362136 contact
skirmish	1	1	1123765 competition
snowshoe	1	1	2103451 motion
speciate	1	1	119266 change
spectate	1	1	2151700 perception
spin-dry	1	1	215363 change
spotweld	1	1	1596056 contact
squabble	1	1	774056 communication
squeegee	1	1	1392790 contact
stockade	1	1	1130930 competition
sublease	1	1	2209261 possession
subpoena	1	1	793418 communication
subserve	1	1	2548588 social
subtitle	1	1	2332311 possession
sunbathe	1	1	104147 body
supinate	1	1	2090243 motion
supplant	1	1	2405390 social
outrange	1	1	1107439 competition
outrival	1	1	1122630 competition
outscore	1	1	1101103 competition
outshout	1	1	1105186 competition
outstare	1	1	2132989 perception
ovenbake	1	1	320121 change
overcook	1	1	323571 change
overcrop	1	1	1741692 creation
overdose	1	1	85353 body
overfeed	1	1	1179530 consumption
overfill	1	1	453554 change
overhear	1	1	2189168 perception
overplay	1	1	1751173 creation
overrate	1	1	672017 cognition
overrule	1	1	716130 cognition
overstay	1	1	2637466 stative
overtire	1	1	75998 body
paganise	1	1	571738 change
paganize	1	1	571738 change
paginate	1	1	949093 communication
palisade	1	1	1130607 competition
patinate	1	1	1265499 contact
patinise	1	1	1265499 contact
patinize	1	1	1265499 contact
peculate	1	1	2292535 possession
pedicure	1	1	42936 body
penalise	1	1	2499629 social
penalize	1	1	2499629 social
peroxide	1	1	279661 change
perspire	1	1	67545 body
petition	1	1	754731 communication
pettifog	1	1	774056 communication
pinpoint	1	1	2287380 possession
pockmark	1	1	1551530 contact
polemise	1	1	774932 communication
polemize	1	1	774932 communication
politick	1	1	2375748 social
postmark	1	1	1274104 contact
postpone	1	1	2642814 stative
postpose	1	1	1248205 contact
poultice	1	1	82929 body
preamble	1	1	902144 communication
preexist	1	1	2604100 stative
prejudge	1	1	681281 cognition
prettify	1	1	293141 change
prohibit	1	1	795863 communication
prolapse	1	1	1833906 motion
propound	1	1	876332 communication
protract	1	1	317888 change
ptyalise	1	1	101956 body
ptyalize	1	1	101956 body
purchase	1	1	2207206 possession
re-argue	1	1	772488 communication
re-enter	1	1	1852892 motion
re-equip	1	1	2341491 possession
reabsorb	1	1	1539913 contact
reaffirm	1	1	1011923 communication
reappear	1	1	426301 change
rear-end	1	1	1237088 contact
reassail	1	1	1121052 competition
reassert	1	1	1012073 communication
reassess	1	1	682781 cognition
reassign	1	1	2393086 social
reawaken	1	1	19182 body
lifehack	1	1	587849 change
lip-read	1	1	627970 cognition
lip-sync	1	1	1040920 communication
locomote	1	1	1835496 motion
lollygag	1	1	2639075 stative
lustrate	1	1	476538 change
madrigal	1	1	1732014 creation
mainline	1	1	1199365 consumption
maledict	1	1	865958 communication
malinger	1	1	2464132 social
maltreat	1	1	2516594 social
mapquest	1	1	649033 cognition
marinade	1	1	213544 change
marinate	1	1	213544 change
massacre	1	1	479176 change
medicine	1	1	84230 body
melodise	1	1	1706756 creation
melodize	1	1	1706756 creation
memorise	1	1	604576 cognition
memorize	1	1	604576 cognition
metalize	1	1	1615602 contact
militate	1	1	2431129 social
minstrel	1	1	1730216 creation
misalign	1	1	466327 change
misapply	1	1	1161290 consumption
miscount	1	1	948602 communication
misgauge	1	1	673341 cognition
misjudge	1	1	671190 cognition
mismarry	1	1	2489363 social
mismatch	1	1	1294026 contact
misprint	1	1	1746839 creation
misquote	1	1	1023781 communication
misspeak	1	1	951601 communication
misspell	1	1	938146 communication
misstate	1	1	799243 communication
mistreat	1	1	2516594 social
mistrust	1	1	687926 cognition
monetise	1	1	2481231 social
monetize	1	1	2481231 social
mortgage	1	1	2351737 possession
mothball	1	1	2281641 possession
motivate	1	1	1649999 creation
motorise	1	1	480751 change
muckrake	1	1	934744 communication
munition	1	1	2334756 possession
namedrop	1	1	1025089 communication
negative	1	1	2473431 social
nickname	1	1	1028640 communication
nosedive	1	1	1967634 motion
notarise	1	1	822101 communication
notarize	1	1	822101 communication
novelise	1	1	116619 change
novelize	1	1	116619 change
nucleate	1	1	2626274 stative
obturate	1	1	1476483 contact
occasion	1	1	1646528 creation
odourise	1	1	2125641 perception
one-step	1	1	1897677 motion
opsonize	1	1	577839 change
outclass	1	1	659373 cognition
outfight	1	1	1109431 competition
outguess	1	1	917651 communication
outmarch	1	1	1110880 competition
outmatch	1	1	1105639 competition
finalise	1	1	481941 change
finalize	1	1	481941 change
finedraw	1	1	1331147 contact
firebomb	1	1	1133667 competition
fishtail	1	1	439199 change
flat-hat	1	1	1955703 motion
fly-fish	1	1	1141504 competition
footnote	1	1	1704953 creation
footslog	1	1	1921204 motion
forebode	1	1	917772 communication
foredate	1	1	277086 change
foredoom	1	1	907066 communication
forefend	1	1	2453321 social
foreknow	1	1	720808 cognition
foreshow	1	1	924777 communication
forewarn	1	1	870942 communication
forswear	1	1	798717 communication
fraction	1	1	642098 cognition
fragment	1	1	338071 change
freeload	1	1	2270648 possession
fullback	1	1	1076250 competition
fumigate	1	1	2127100 perception
gangrene	1	1	97394 body
garrison	1	1	1089137 competition
garrotte	1	1	1571744 contact
gentrify	1	1	163703 change
glissade	1	1	1894914 motion
hand-dye	1	1	288673 change
handcuff	1	1	1288201 contact
handwash	1	1	1536925 contact
harangue	1	1	990249 communication
headbutt	1	1	1236009 contact
hedgehop	1	1	1955703 motion
hen-peck	1	1	844941 communication
hiccough	1	1	3826 body
highjack	1	1	1471825 contact
hightail	1	1	2010255 motion
hop-skip	1	1	1966861 motion
hot-wire	1	1	1858167 motion
hot-work	1	1	1668958 creation
humanise	1	1	1801498 emotion
humanize	1	1	1801498 emotion
humidify	1	1	215800 change
illumine	1	1	291873 change
immingle	1	1	1462468 contact
immolate	1	1	2325736 possession
innovate	1	1	1642437 creation
insolate	1	1	2112546 perception
inspirit	1	1	193130 change
instance	1	1	1021128 communication
interact	1	1	2376958 social
intermit	1	1	779061 communication
intermix	1	1	1462468 contact
intrench	1	1	1531025 contact
intromit	1	1	2502536 social
intubate	1	1	1422172 contact
inveigle	1	1	768778 communication
iodinate	1	1	520881 change
iridesce	1	1	2733928 stative
julienne	1	1	1257049 contact
lallygag	1	1	2639075 stative
lapidify	1	1	507485 change
legalise	1	1	2481436 social
legalize	1	1	2481436 social
digitise	1	1	563824 change
digitize	1	1	563824 change
dingdong	1	1	2181174 perception
disabuse	1	1	991577 communication
disallow	1	1	795863 communication
disarray	1	1	276373 change
disburse	1	1	2301502 possession
disfavor	1	1	2513460 social
disguise	1	1	2158587 perception
dishevel	1	1	1474034 contact
disinter	1	1	2457058 social
dismount	1	1	1958452 motion
dispirit	1	1	1814396 emotion
dispread	1	1	2077430 motion
disprove	1	1	667424 cognition
disquiet	1	1	1764171 emotion
dissever	1	1	2467662 social
dissuade	1	1	770141 communication
district	1	1	2512150 social
distrust	1	1	687926 cognition
disunify	1	1	368662 change
divagate	1	1	780575 communication
domicile	1	1	2650552 stative
domineer	1	1	1781757 emotion
dovetail	1	1	2660290 stative
download	1	1	2233704 possession
drip-dry	1	1	219316 change
dry-dock	1	1	1305939 contact
dry-wall	1	1	1655221 creation
dynamite	1	1	307419 change
elongate	1	1	318816 change
embezzle	1	1	2292535 possession
embitter	1	1	1773535 emotion
embolden	1	1	1817938 emotion
emigrate	1	1	416135 change
empurple	1	1	285088 change
encipher	1	1	994076 communication
enclothe	1	1	47945 body
encumber	1	1	1301051 contact
endeavor	1	1	2531199 social
enfeeble	1	1	389638 change
enfilade	1	1	2688657 stative
ensconce	1	1	1493619 contact
enshroud	1	1	1582200 contact
enthrall	1	1	1817314 emotion
envisage	1	1	1636397 creation
escalade	1	1	1922576 motion
escalate	1	1	290302 change
escallop	1	1	1664847 creation
esterify	1	1	506225 change
estivate	1	1	16183 body
eternise	1	1	553208 change
etherify	1	1	506377 change
etherise	1	1	21554 body
etherize	1	1	21554 body
eulogise	1	1	880780 communication
eulogize	1	1	880780 communication
evanesce	1	1	421691 change
exorcise	1	1	1527877 contact
exorcize	1	1	1527877 contact
exuviate	1	1	9147 body
fee-tail	1	1	2363234 possession
filigree	1	1	1757871 creation
filtrate	1	1	1458664 contact
carburet	1	1	1599435 contact
catalyse	1	1	267519 change
catalyze	1	1	267519 change
catenate	1	1	1466303 contact
chairman	1	1	2440020 social
champion	1	1	1149138 competition
chaperon	1	1	2026712 motion
charcoal	1	1	1693138 creation
chastise	1	1	824292 communication
checkrow	1	1	1529407 contact
chitchat	1	1	1038666 communication
christen	1	1	1028079 communication
clangour	1	1	2174461 perception
co-occur	1	1	2660442 stative
coiffure	1	1	38849 body
coinsure	1	1	2251631 possession
coldcock	1	1	1412346 contact
coldwork	1	1	1669070 creation
collogue	1	1	876994 communication
colorise	1	1	283911 change
colorize	1	1	283911 change
complect	1	1	2622969 stative
conflate	1	1	394813 change
conglobe	1	1	144694 change
construe	1	1	623151 cognition
converse	1	1	964694 communication
convince	1	1	769553 communication
convolve	1	1	1281184 contact
copulate	1	1	1428853 contact
copyedit	1	1	628125 cognition
copyread	1	1	628125 cognition
coquette	1	1	1037910 communication
corduroy	1	1	1750895 creation
coronate	1	1	2390949 social
crawfish	1	1	799383 communication
creolize	1	1	116365 change
creosote	1	1	186446 change
critique	1	1	855512 communication
crosscut	1	1	1601025 contact
cumulate	1	1	158804 change
cutinize	1	1	586073 change
dateline	1	1	735224 cognition
datemark	1	1	735224 cognition
deaerate	1	1	2363972 possession
declutch	1	1	531068 change
decolour	1	1	279822 change
deep-dye	1	1	283584 change
deep-fry	1	1	326310 change
defecate	1	1	74038 body
deforest	1	1	196024 change
degrease	1	1	2364668 possession
deionize	1	1	2364767 possession
demonise	1	1	547300 change
demonize	1	1	547300 change
denazify	1	1	501288 change
denudate	1	1	194912 change
depilate	1	1	37514 body
derogate	1	1	864475 communication
despatch	1	1	1955127 motion
destress	1	1	514730 change
dethrone	1	1	2391453 social
devilise	1	1	547493 change
devilize	1	1	547493 change
diffract	1	1	2029805 motion
aquatint	1	1	1750668 creation
arborise	1	1	329495 change
arborize	1	1	329495 change
archaise	1	1	522068 change
archaize	1	1	522068 change
assonate	1	1	2750642 stative
asterisk	1	1	510869 change
astonish	1	1	724832 cognition
attemper	1	1	170381 change
audition	1	1	1718535 creation
automate	1	1	479932 change
avianise	1	1	124074 change
avianize	1	1	124074 change
bachelor	1	1	2616118 stative
backbite	1	1	907657 communication
backdate	1	1	2561846 social
backhand	1	1	1404664 contact
backlash	1	1	2378950 social
backpack	1	1	1926031 motion
backslap	1	1	2374572 social
backstop	1	1	1076130 competition
badmouth	1	1	848169 communication
ballyhoo	1	1	976365 communication
ballyrag	1	1	1781520 emotion
bankroll	1	1	2216384 possession
bankrupt	1	1	2318165 possession
barbecue	1	1	324806 change
barbeque	1	1	324806 change
bedazzle	1	1	2162434 perception
befriend	1	1	2588677 social
benefact	1	1	2548219 social
benefice	1	1	2201521 possession
bequeath	1	1	2229055 possession
bestride	1	1	1923414 motion
bioassay	1	1	695120 cognition
birdlime	1	1	2083237 motion
birdnest	1	1	1383245 contact
blackleg	1	1	2412939 social
blacktop	1	1	1266604 contact
blandish	1	1	880227 communication
bloviate	1	1	829014 communication
blow-dry	1	1	219224 change
boldface	1	1	1748916 creation
bollocks	1	1	2527651 social
bootlick	1	1	880978 communication
botanise	1	1	645415 cognition
botanize	1	1	645415 cognition
bourgeon	1	1	357332 change
brattice	1	1	2336375 possession
bulldoze	1	1	1575388 contact
bulletin	1	1	955033 communication
bullshit	1	1	839526 communication
bullyrag	1	1	1781520 emotion
buttweld	1	1	1596404 contact
butylate	1	1	184633 change
cakewalk	1	1	1896657 motion
calendar	1	1	678981 cognition
calender	1	1	1391095 contact
calliper	1	1	647770 cognition
canoodle	1	1	1226781 contact
canulate	1	1	1422172 contact
caponise	1	1	61079 body
caponize	1	1	61079 body
caracole	1	1	1909161 motion
uncross	1	1	1914792 motion
undergo	1	1	2108377 perception
undrape	1	1	1339812 contact
unfrock	1	1	2476731 social
unhitch	1	1	1328340 contact
unhorse	1	1	1958452 motion
uniform	1	1	2331786 possession
unnerve	1	1	1783881 emotion
unsnarl	1	1	1463520 contact
unspell	1	1	1064696 communication
unstrap	1	1	1289871 contact
unstuff	1	1	1479682 contact
untwine	1	1	1518203 contact
untwist	1	1	1223508 contact
unweave	1	1	1519321 contact
upbraid	1	1	825975 communication
upchuck	1	1	76400 body
upheave	1	1	1456088 contact
upraise	1	1	98517 body
utilise	1	1	1158872 consumption
valuate	1	1	681429 cognition
vamoose	1	1	2010698 motion
varnish	1	1	1269008 contact
verbify	1	1	554729 change
versify	1	1	1702514 creation
vesture	1	1	49197 body
wee-wee	1	1	72012 body
weekend	1	1	2707987 stative
wheedle	1	1	768778 communication
whicker	1	1	1059743 communication
whimper	1	1	66025 body
whisker	1	1	2332173 possession
whisper	1	1	915830 communication
whittle	1	1	1552219 contact
wiretap	1	1	2188848 perception
wriggle	1	1	1868370 motion
abdicate	1	1	2379198 social
abrogate	1	1	2478584 social
accouter	1	1	2342016 possession
accoutre	1	1	2342016 possession
accustom	1	1	273445 change
adolesce	1	1	252710 change
affiance	1	1	886602 communication
afforest	1	1	1567888 contact
affright	1	1	1779165 emotion
air-cool	1	1	2331326 possession
air-drop	1	1	1489859 contact
air-ship	1	1	1951159 motion
airbrush	1	1	1363320 contact
alkalify	1	1	265094 change
alkalise	1	1	265094 change
alkalize	1	1	265094 change
allocate	1	1	2234087 possession
ambition	1	1	1826060 emotion
ambulate	1	1	1911698 motion
ammonify	1	1	497219 change
amortise	1	1	2352263 possession
amortize	1	1	2352263 possession
amputate	1	1	1254692 contact
angulate	1	1	573457 change
antecede	1	1	2712443 stative
aphorise	1	1	741911 communication
aphorize	1	1	741911 communication
applique	1	1	1670777 creation
snorkel	1	1	1963795 motion
sojourn	1	1	2709422 stative
soldier	1	1	1097031 competition
spelunk	1	1	649887 cognition
splotch	1	1	1532329 contact
stammer	1	1	981544 communication
station	1	1	1088923 competition
staunch	1	1	354452 change
steamer	1	1	1944976 motion
stencil	1	1	1749660 creation
stickle	1	1	773786 communication
stopper	1	1	1220636 contact
stopple	1	1	1220636 contact
striate	1	1	508933 change
stutter	1	1	981544 communication
stylise	1	1	1687569 creation
stylize	1	1	1687569 creation
subedit	1	1	628125 cognition
subjoin	1	1	1329026 contact
subsist	1	1	2616713 stative
subtend	1	1	2693842 stative
subvent	1	1	889740 communication
succour	1	1	2548710 social
succuss	1	1	1890351 motion
suffice	1	1	2669789 stative
sulfate	1	1	585986 change
sulphur	1	1	516747 change
summons	1	1	791134 communication
sunburn	1	1	104299 body
surveil	1	1	2198602 perception
swaddle	1	1	1300271 contact
swatter	1	1	1375458 contact
swindle	1	1	2572119 social
syringe	1	1	1373422 contact
tarnish	1	1	1537409 contact
teargas	1	1	1125558 competition
telefax	1	1	1007676 communication
terrify	1	1	1780941 emotion
thurify	1	1	2126686 perception
tie-dye	1	1	288391 change
titrate	1	1	491910 change
toenail	1	1	1516865 contact
tonsure	1	1	37779 body
torpedo	1	1	1137983 competition
toughen	1	1	303309 change
tourney	1	1	1123159 competition
traduce	1	1	848169 communication
traipse	1	1	1910873 motion
travail	1	1	2419773 social
trellis	1	1	2509705 social
tremble	1	1	1888511 motion
trickle	1	1	2070874 motion
trisect	1	1	1551092 contact
trundle	1	1	1868139 motion
tumesce	1	1	256507 change
tut-tut	1	1	951911 communication
twaddle	1	1	1036804 communication
twitter	1	1	1053623 communication
typeset	1	1	1744888 creation
ululate	1	1	1046932 communication
unbosom	1	1	936648 communication
unbraid	1	1	1519857 contact
unclasp	1	1	1222485 contact
uncrate	1	1	1486870 contact
remarry	1	1	2490247 social
replant	1	1	1568489 contact
replete	1	1	1193721 consumption
repoint	1	1	261957 change
reposit	1	1	2281751 possession
reprint	1	1	1736098 creation
reprise	1	1	1727490 creation
reprize	1	1	1727490 creation
reproof	1	1	824767 communication
reprove	1	1	824066 communication
requite	1	1	2344060 possession
rescale	1	1	319761 change
rescind	1	1	799798 communication
reshoot	1	1	1003741 communication
respite	1	1	2644035 stative
restate	1	1	958334 communication
restock	1	1	2322924 possession
resurge	1	1	2624806 stative
rethink	1	1	688768 cognition
reunify	1	1	2470893 social
revenge	1	1	1153486 competition
revisit	1	1	1844319 motion
roister	1	1	2493260 social
rollick	1	1	1883716 motion
roughen	1	1	1253621 contact
rubbish	1	1	1062165 communication
rummage	1	1	1319049 contact
rupture	1	1	1573515 contact
saunter	1	1	1917980 motion
scamper	1	1	1902405 motion
scarper	1	1	2075049 motion
schnorr	1	1	2270165 possession
scissor	1	1	1248950 contact
scranch	1	1	1058224 communication
scuttle	1	1	1902405 motion
seclude	1	1	495998 change
section	1	1	1563005 contact
senesce	1	1	248026 change
sensify	1	1	272391 change
serrate	1	1	1255807 contact
shamble	1	1	1917549 motion
shampoo	1	1	42017 body
she-bop	1	1	1430633 contact
shellac	1	1	1270589 contact
shingle	1	1	1234223 contact
shmoose	1	1	1039162 communication
shmooze	1	1	1039162 communication
shutter	1	1	1242996 contact
shuttle	1	1	2062081 motion
skipper	1	1	2447001 social
skittle	1	1	1146697 competition
skreigh	1	1	1048939 communication
skydive	1	1	1968045 motion
skyjack	1	1	1472251 contact
skylark	1	1	1883716 motion
slabber	1	1	102974 body
slander	1	1	846509 communication
slather	1	1	1379449 contact
slither	1	1	1886488 motion
slobber	1	1	102974 body
slumber	1	1	14742 body
smuggle	1	1	2345856 possession
snicker	1	1	30010 body
snigger	1	1	30010 body
parboil	1	1	322559 change
pee-pee	1	1	72012 body
pension	1	1	2262601 possession
peptise	1	1	330909 change
peptize	1	1	330909 change
percuss	1	1	1248023 contact
perfect	1	1	473572 change
perjure	1	1	834745 communication
permute	1	1	380424 change
pervade	1	1	1229071 contact
phonate	1	1	745187 communication
pillage	1	1	2344568 possession
pinkify	1	1	285414 change
placate	1	1	1765392 emotion
playact	1	1	1719921 creation
plicate	1	1	1217780 contact
plummet	1	1	1978199 motion
podcast	1	1	968962 communication
poetise	1	1	1702514 creation
poetize	1	1	1702514 creation
poleaxe	1	1	1258642 contact
pollard	1	1	1320669 contact
pollute	1	1	492706 change
poniard	1	1	1231878 contact
portend	1	1	871942 communication
portion	1	1	2228698 possession
prattle	1	1	1036804 communication
precess	1	1	2101470 motion
precook	1	1	1665836 creation
preface	1	1	901799 communication
preheat	1	1	372400 change
prehend	1	1	1212572 contact
premiss	1	1	717208 cognition
prepose	1	1	1248405 contact
presage	1	1	871942 communication
preside	1	1	2443609 social
preview	1	1	2151816 perception
proctor	1	1	2593354 social
proffer	1	1	2297142 possession
pronate	1	1	2081410 motion
prosper	1	1	2342800 possession
purloin	1	1	2276866 possession
putrefy	1	1	399553 change
quarrel	1	1	775156 communication
quiesce	1	1	2190188 perception
raiment	1	1	47945 body
rampage	1	1	2584906 social
ratchet	1	1	2072673 motion
realign	1	1	465145 change
realine	1	1	465145 change
reallot	1	1	2228901 possession
rebuild	1	1	1655902 creation
recurve	1	1	2034883 motion
red-eye	1	1	1840505 motion
red-ink	1	1	509228 change
redline	1	1	2512666 social
redress	1	1	2519991 social
reelect	1	1	2401296 social
refloat	1	1	1875036 motion
reforge	1	1	1658586 creation
regorge	1	1	76400 body
rehouse	1	1	2459532 social
relearn	1	1	598278 cognition
relyric	1	1	1699059 creation
