PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
gas up	2	1	2338629 possession
gum up	2	1	1357288 contact
hop on	2	1	1923414 motion
hop up	2	1	170997 change
ice up	2	1	2758581 weather
break	1	59	334996 change 258366 change 107604 body 258665 change 558536 change 202784 change 202569 change 2625187 stative 2478469 social 1972976 motion 1106864 competition 1298931 contact 1557646 contact 779061 communication 2559395 social 334186 change 1896484 motion 2570684 social 1785395 emotion 1610666 contact 1610463 contact 1991347 motion 935987 communication 551412 change 744439 communication 1989053 motion 1369758 contact 1228524 contact 1228396 contact 2318165 possession 2101373 motion 2681639 stative 2681524 stative 2746617 stative 2029369 motion 2746449 stative 738440 cognition 933821 communication 107739 body 2399331 social 339464 change 336260 change 2600082 social 1369346 contact 2566528 social 2668523 stative 2535716 social 2431320 social 2030764 motion 738314 cognition 1597995 contact 434374 change 2073233 motion 778745 communication 30463 body 390215 change 364064 change 362348 change 155046 change
make	1	49	12267 body 1621555 creation 1664172 creation 1755504 creation 2020590 motion 1645601 creation 545953 change 2396716 social 2598483 social 2748759 stative 2289295 possession 1619014 creation 698256 cognition 698104 cognition 562182 change 72012 body 2665124 stative 838524 communication 2582921 social 1617192 creation 1733477 creation 770437 communication 1654628 creation 1653873 creation 2748627 stative 2022162 motion 2021532 motion 1640207 creation 1755816 creation 2745332 stative 2051031 motion 2355596 possession 2621395 stative 2621133 stative 1428578 contact 730758 cognition 665476 cognition 1646075 creation 891038 communication 2560585 social 2075857 motion 2134050 perception 562067 change 2674708 stative 74038 body 120316 change 107369 body 556855 change 276068 change
give	1	44	108604 body 108747 body 341184 change 2343595 possession 2358034 possession 2564052 social 732224 cognition 1060494 communication 2199590 possession 2309374 possession 2309165 possession 2308741 possession 2317094 possession 2316868 possession 2296153 possession 2339171 possession 1449796 contact 771806 communication 1178565 consumption 2359553 possession 887463 communication 1848465 motion 2200686 possession 2200498 possession 1716283 creation 1716112 creation 1647672 creation 1175810 consumption 888009 communication 944247 communication 878876 communication 1989053 motion 673571 cognition 1069638 communication 1733477 creation 2235842 possession 2230772 possession 1060746 communication 1060317 communication 1629403 creation 1629000 creation 2562901 social 748616 communication 748972 communication
take	1	42	756076 communication 173338 change 557404 change 2590253 social 2208537 possession 1002740 communication 758333 communication 1156834 consumption 2627934 stative 674607 cognition 1999798 motion 2205272 possession 2077656 motion 87736 body 1151110 competition 2599636 social 2701210 stative 2109045 perception 2236624 possession 734054 cognition 669762 cognition 2236124 possession 2206619 possession 1214265 contact 2717102 stative 2394183 social 1100830 competition 599992 cognition 523095 change 1982395 motion 1842690 motion 2267989 possession 2201138 possession 1427127 contact 2209745 possession 1930482 motion 2208118 possession 624476 cognition 524682 change 2075857 motion 2741546 stative 2209936 possession
cut	1	41	447654 change 61219 body 1754915 creation 2588280 social 1320424 contact 1611123 contact 1756563 creation 1756277 creation 2101649 motion 226071 change 561090 change 1510576 contact 1859995 motion 1915865 motion 1915730 motion 1552519 contact 1064799 communication 1666717 creation 1227088 contact 243900 change 1860107 motion 96136 body 1555437 contact 1754737 creation 1059564 communication 429968 change 108475 body 2033295 motion 1319738 contact 1413917 contact 1610834 contact 2422283 social 429060 change 2613860 stative 1756416 creation 1610990 contact 1713491 creation 2134232 perception 473322 change 201722 change 292507 change
run	1	41	332672 change 334803 change 2721284 stative 2720904 stative 2612234 stative 2242256 possession 1746359 creation 2719399 stative 2647497 stative 2421921 social 1717169 creation 1212230 contact 1526290 contact 2563327 social 2525312 social 444629 change 2727039 stative 1086103 competition 1094086 competition 1864038 motion 2060792 motion 1926311 motion 1525666 contact 1927903 motion 2648110 stative 1143838 competition 2686625 stative 2075049 motion 549063 change 1914947 motion 539110 change 2443849 social 1927747 motion 1927447 motion 1926984 motion 2685951 stative 2099829 motion 2066939 motion 517529 change 2092309 motion 1641545 creation
carry	1	40	2741357 stative 2001699 motion 1408760 contact 1049606 communication 1101571 competition 1100672 competition 59019 body 1061320 communication 1123609 competition 1123415 competition 2285392 possession 1740320 creation 2636516 stative 2636325 stative 2700867 stative 1601234 contact 2303878 possession 1746359 creation 2233195 possession 235110 change 738951 cognition 1061017 communication 1218084 contact 2518161 social 2561168 social 2079933 motion 1449974 contact 2717102 stative 1241881 contact 1101416 competition 2682954 stative 2746735 stative 2012725 motion 1205153 consumption 2555684 social 2630734 stative 1203074 consumption 2556537 social 2586121 social 2359228 possession
hold	1	36	4492 body 1301410 contact 2203362 possession 1773130 emotion 1216670 contact 2648502 stative 2706816 stative 2746275 stative 885217 communication 2700867 stative 1601234 contact 2302220 possession 2732798 stative 2510337 social 2450989 social 736586 cognition 607000 cognition 1733477 creation 2701210 stative 1334744 contact 1859586 motion 2683489 stative 2681795 stative 2441897 social 1129876 competition 2283324 possession 2676789 stative 805376 communication 683771 cognition 1151753 competition 1217043 contact 2643574 stative 2498320 social 822367 communication 693780 cognition 1205153 consumption
get	1	36	149583 change 2005948 motion 2359340 possession 1026975 communication 622384 cognition 2010864 motion 345761 change 87736 body 2109645 perception 2108654 perception 1505958 contact 2108026 perception 1738107 creation 770437 communication 2210855 possession 1401115 contact 2189398 perception 54628 body 65639 body 1433294 contact 1771194 emotion 1771039 emotion 1643297 creation 1565211 contact 1153947 competition 1215421 contact 2355596 possession 639849 cognition 1066036 communication 94460 body 522751 change 589904 cognition 2208265 possession 2006573 motion 120316 change 120796 change
draw	1	36	476965 change 143338 change 197590 change 1643464 creation 1643297 creation 1854132 motion 1212230 contact 1078050 competition 2628832 stative 730758 cognition 2483564 social 2742107 stative 97029 body 327982 change 675901 cognition 1199009 consumption 2103162 motion 1243298 contact 1243148 contact 1760300 emotion 1995211 motion 1582645 contact 1690294 creation 2088107 motion 1539063 contact 1448100 contact 2311387 possession 987071 communication 2097800 motion 2293148 possession 1359432 contact 1505254 contact 1115190 competition 1690816 creation 430808 change 556593 change
play	1	35	13615 body 1717169 creation 1716882 creation 1586278 contact 2722449 stative 75875 body 1377239 contact 1903562 motion 1903385 motion 1149470 competition 1722077 creation 1719921 creation 1163355 consumption 2370650 social 2437465 social 1725051 creation 1629589 creation 711932 cognition 2418421 social 1072949 competition 1155687 competition 2597601 social 1726172 creation 1724459 creation 1079873 competition 13328 body 1719302 creation 2418686 social 1717436 creation 1716619 creation 1138911 competition 1079480 competition 1080691 competition 1080064 competition 1156115 competition
fall	1	32	147815 change 360678 change 2358655 possession 2358922 possession 530177 change 2037839 motion 2528985 social 2620213 stative 2566092 social 2565911 social 2756821 weather 2611976 stative 1970826 motion 2304507 possession 2230056 possession 2229828 possession 2229550 possession 561266 change 346839 change 342443 change 342314 change 342164 change 2729963 stative 151689 change 2099413 motion 2661015 stative 2385153 social 1542668 contact 1984317 motion 1984119 motion 1972298 motion 561375 change
go	1	30	149583 change 359916 change 2729819 stative 676267 cognition 539110 change 2737876 stative 1864230 motion 2686471 stative 2685951 stative 1848718 motion 2372605 social 2659763 stative 2700455 stative 434374 change 1192992 consumption 1525666 contact 2176268 perception 2618149 stative 2617798 stative 1076615 competition 1318849 contact 2721284 stative 2700772 stative 2700666 stative 2653862 stative 341560 change 1192773 consumption 358431 change 2618001 stative 1835496 motion
catch	1	29	460357 change 1327816 contact 2761134 weather 1328012 contact 726009 cognition 1155090 competition 543016 change 1380366 contact 1082454 competition 1480149 contact 1806505 emotion 599835 cognition 2109645 perception 87988 body 2150948 perception 1505958 contact 2510905 social 1439190 contact 1738107 creation 2117955 perception 1401115 contact 589904 cognition 2189398 perception 2189168 perception 2248299 possession 1480469 contact 2018372 motion 1215421 contact 725748 cognition
call	1	28	107231 body 738747 cognition 792471 communication 1067995 communication 2359061 possession 971015 communication 2601456 social 874002 communication 2487901 social 917772 communication 1062739 communication 1028748 communication 738583 cognition 1068793 communication 2300060 possession 822746 communication 869393 communication 2643421 stative 2487573 social 789448 communication 913065 communication 975036 communication 1899017 motion 2429810 social 783523 communication 691516 cognition 753881 communication 754156 communication
work	1	27	458471 change 150096 change 458754 change 1541231 contact 1629589 creation 2436963 social 2536557 social 1525666 contact 2594979 social 2410855 social 2413480 social 1659248 creation 1668603 creation 2751271 stative 2444159 social 1235355 contact 2407987 social 1817574 emotion 634906 cognition 1162754 consumption 2373015 social 2116980 perception 1741446 creation 2051031 motion 1852468 motion 2525447 social 100551 body
raise	1	27	557537 change 2306281 possession 941166 communication 950782 communication 1098452 competition 1755651 creation 549982 change 2539788 social 1975587 motion 1025246 communication 1661243 creation 1973759 motion 2397637 social 641929 cognition 744070 communication 544549 change 1739814 creation 1759326 emotion 1974062 motion 1629958 creation 851625 communication 1156406 competition 1156291 competition 158503 change 229605 change 354195 change 98517 body
turn	1	26	458471 change 248387 change 282523 change 2089984 motion 2089420 motion 1280014 contact 794640 communication 2626934 stative 146138 change 1225215 contact 2090435 motion 2096167 motion 1952208 motion 1951937 motion 1151889 competition 2626604 stative 1909812 motion 1584450 contact 1907258 motion 2562425 social 138508 change 1741864 creation 1436518 contact 125841 change 91124 body 2211948 possession
cover	1	26	2147109 perception 1582200 contact 1332730 contact 1430447 contact 967098 communication 2672859 stative 967455 communication 1033527 communication 1129201 competition 2474446 social 2675935 stative 2395194 social 2395000 social 2629793 stative 2148369 perception 2687916 stative 60185 body 1148296 competition 1207951 contact 1912159 motion 2310674 possession 48633 body 1150010 competition 1148580 competition 891216 communication 1336635 contact
charge	1	25	498016 change 750172 communication 843959 communication 843468 communication 2320374 possession 1762528 emotion 2055267 motion 2317289 possession 750532 communication 518115 change 1985424 motion 869931 communication 2347637 possession 2348568 possession 2475922 social 1121719 competition 1490336 contact 1488956 contact 1685960 creation 700517 cognition 517847 change 1152214 competition 727991 cognition 750345 communication 2321046 possession
set	1	25	38849 body 408085 change 407848 change 298556 change 1247322 contact 1628899 creation 1115006 competition 1744888 creation 1607445 contact 1494310 contact 1062395 communication 1970646 motion 699815 cognition 296178 change 1567275 contact 947077 communication 1706129 creation 1530273 contact 673448 cognition 406243 change 1613239 contact 1711749 creation 298896 change 56188 body 442669 change
pass	1	25	421691 change 2523351 social 2523953 social 1212230 contact 2423513 social 2052476 motion 339934 change 2466670 social 2708420 stative 2669081 stative 2072849 motion 2231473 possession 2229550 possession 72989 body 2051694 motion 2050132 motion 2685951 stative 2049696 motion 803325 communication 2230772 possession 358431 change 2221635 possession 742320 communication 1972131 motion 2525044 social
check	1	25	336539 change 2510337 social 2658283 stative 1131473 competition 1861767 motion 1861622 motion 1861403 motion 2347905 possession 2347447 possession 2553697 social 1139756 competition 440286 change 1114764 competition 354634 change 336260 change 2533282 social 2657219 stative 1064999 communication 662589 cognition 661824 cognition 2557638 social 663353 cognition 662182 cognition 920336 communication 1692978 creation
follow	1	24	351406 change 2346895 possession 2000868 motion 1991931 motion 1744450 creation 2720697 stative 2720544 stative 2720149 stative 589738 cognition 1728355 creation 2406585 social 2712772 stative 2600255 social 2445925 social 2720354 stative 2542280 social 2455407 social 1998432 motion 2561697 social 729109 cognition 2625339 stative 2198602 perception 118764 change 150776 change
see	1	24	1156568 competition 2129709 perception 2488304 social 598954 cognition 591115 cognition 2549581 social 2156225 perception 623151 cognition 2023107 motion 2110220 perception 2493030 social 1635432 creation 2488488 social 2150948 perception 2129289 perception 690614 cognition 1470670 contact 2026086 motion 2486232 social 703708 cognition 662589 cognition 920336 communication 2131279 perception 2128873 perception
lift	1	24	354195 change 1973759 motion 178652 change 2696801 stative 799798 communication 792921 communication 544549 change 1311608 contact 2278061 possession 1968569 motion 2276866 possession 2352181 possession 549982 change 1579153 contact 1455184 contact 1452057 contact 986074 communication 1974062 motion 2277138 possession 178773 change 357198 change 61933 body 178502 change 198623 change
clear	1	24	195617 change 2350440 possession 2053490 motion 549217 change 2422409 social 2208409 possession 450565 change 450691 change 2523351 social 621058 cognition 904046 communication 2081178 motion 450863 change 2289295 possession 2771169 weather 2291548 possession 761454 communication 181664 change 2291258 possession 803325 communication 178235 change 195342 change 2289134 possession 2156844 perception
beat	1	23	75421 body 1879579 motion 2746140 stative 2093610 motion 1101913 competition 1880113 motion 2093390 motion 1624897 creation 2162815 perception 1397210 contact 1399576 contact 1399450 contact 1418179 contact 2573853 social 1756006 creation 1945938 motion 1398919 contact 1726879 creation 2175578 perception 2174830 perception 1880673 motion 1104852 competition 622384 cognition
drop	1	23	148341 change 1258302 contact 1100008 competition 1611516 contact 1513430 contact 1985923 motion 548616 change 615615 cognition 1976841 motion 1200661 consumption 2267060 possession 432683 change 2465939 social 1489465 contact 614999 cognition 2403920 social 1977701 motion 2717472 stative 941446 communication 57764 body 363110 change 92293 body 393534 change
settle	1	22	481941 change 415044 change 1986185 motion 698855 cognition 764032 communication 342164 change 539338 change 2254258 possession 1465921 contact 1989873 motion 1988458 motion 1987058 motion 1986715 motion 1986551 motion 798091 communication 764902 communication 558673 change 1493619 contact 763399 communication 415398 change 413876 change 1092128 competition
blow	1	22	310155 change 435294 change 2068745 motion 2769241 weather 2527651 social 7012 body 2135727 perception 2178340 perception 883226 communication 2101046 motion 2100632 motion 1902783 motion 2117170 perception 934965 communication 1545208 contact 2135877 perception 2268351 possession 1849054 motion 2266148 possession 779804 communication 477247 change 34948 body
keep	1	22	1302019 contact 2681795 stative 732552 cognition 2651853 stative 1065877 communication 212414 change 2578872 social 2652016 stative 2684924 stative 2578510 social 2202384 possession 2283716 possession 2410175 social 1184625 consumption 2734800 stative 2733122 stative 2450505 social 2422663 social 2204094 possession 2203844 possession 2203168 possession 2202928 possession
drive	1	22	1939553 motion 1646300 creation 1142490 competition 1026975 communication 1142636 competition 1512259 contact 2406916 social 2408281 social 1407904 contact 1930874 motion 1930117 motion 2505358 social 2742232 stative 1509584 contact 2056971 motion 1310964 contact 1506157 contact 1181741 consumption 1930482 motion 2057656 motion 1516534 contact 1407722 contact
develop	1	21	171852 change 543410 change 234057 change 253761 change 2624263 stative 342980 change 1738774 creation 1738597 creation 1469623 contact 252019 change 94460 body 603298 cognition 1627947 creation 339464 change 411020 change 925873 communication 545557 change 1074701 competition 1074509 competition 2138766 perception 402130 change
come	1	21	2743214 stative 2005948 motion 723349 cognition 2617567 stative 542120 change 2645007 stative 2743565 stative 344886 change 342812 change 2729963 stative 2737187 stative 2686805 stative 1849221 motion 2743921 stative 2627363 stative 2625339 stative 1839690 motion 659984 cognition 341917 change 2006709 motion 2197360 perception
strike	1	21	143540 change 1675073 creation 1209135 contact 2526811 social 1549420 contact 1767949 emotion 1123887 competition 923622 communication 1410223 contact 1236164 contact 1209426 contact 2611976 stative 2108791 perception 635904 cognition 1308008 contact 2104161 motion 1228235 contact 2286687 possession 1639105 creation 1982395 motion 2412647 social
shoot	1	20	357332 change 985219 communication 647508 cognition 2484570 social 2055267 motion 2123175 perception 1437144 contact 1084466 competition 1519184 contact 1137138 competition 1134781 competition 86320 body 2096047 motion 2061495 motion 1195804 consumption 1003249 communication 2768259 weather 1597286 contact 1002740 communication 1585523 contact
reduce	1	20	242396 change 237704 change 233203 change 237259 change 2399888 social 429060 change 226071 change 1800907 emotion 2317836 possession 243900 change 1499137 contact 241038 change 587522 change 2258291 possession 1558582 contact 2424128 social 237877 change 236999 change 240131 change 45817 body
have	1	19	120796 change 2108026 perception 1156834 consumption 2630189 stative 2203362 possession 56930 body 65639 body 65370 body 2205098 possession 2204692 possession 2378453 social 121046 change 1733477 creation 770437 communication 1427127 contact 2355596 possession 2210119 possession 2236124 possession 2740745 stative
roll	1	18	100410 body 1526139 contact 1391280 contact 1875684 motion 324427 change 2198014 perception 2322596 possession 143204 change 125078 change 2687251 stative 1881180 motion 1055978 communication 1522276 contact 1887020 motion 1901783 motion 1866610 motion 1866192 motion 125289 change
extend	1	17	318326 change 1368863 contact 235110 change 540235 change 317888 change 27705 body 27268 body 1165579 consumption 2690093 stative 2297742 possession 2054989 motion 540946 change 154141 change 1960296 motion 2297948 possession 2685951 stative 2687916 stative
close	1	17	352137 change 2140781 perception 2054382 motion 2425913 social 2375619 social 1478423 contact 1423285 contact 2610628 stative 2104503 motion 763831 communication 2054541 motion 1607288 contact 1291941 contact 2754276 stative 2426395 social 1346978 contact 1345109 contact
hit	1	17	1157421 consumption 781903 communication 1400044 contact 1123887 competition 2020590 motion 1137138 competition 1111816 competition 1405044 contact 2006834 motion 1236164 contact 1209426 contact 2108791 perception 2482425 social 2104161 motion 1152396 competition 1209135 contact 2206462 possession
rise	1	17	98770 body 1970348 motion 18158 body 2583139 social 2624263 stative 1818116 emotion 1990281 motion 1969779 motion 1968569 motion 1983264 motion 433232 change 432436 change 2696801 stative 1983134 motion 155143 change 1155545 competition 155547 change
pull	1	17	71803 body 1858573 motion 1573276 contact 2057337 motion 1995211 motion 1609287 contact 1351170 contact 1505254 contact 1407059 contact 1448100 contact 1947247 motion 2582615 social 1148710 competition 2103162 motion 2057499 motion 1384275 contact 571596 change
return	1	16	2005617 motion 959524 communication 1433159 contact 2357072 possession 2004874 motion 2401296 social 816353 communication 2310007 possession 879028 communication 2229550 possession 1062253 communication 387310 change 2284951 possession 1629000 creation 2078294 motion 548153 change
stick	1	16	748084 communication 622384 cognition 2647798 stative 1857392 motion 1614581 contact 1220885 contact 1667969 creation 1614426 contact 2638845 stative 2638630 stative 1528069 contact 1441993 contact 1441793 contact 2754032 stative 1356750 contact 1614235 contact
place	1	16	658052 cognition 2695895 stative 1088923 competition 1494310 contact 1150559 competition 2537960 social 673448 cognition 1049276 communication 2271137 possession 618878 cognition 659776 cognition 745970 communication 1086691 competition 1711749 creation 2333689 possession 2392762 social
find	1	16	2212275 possession 2213336 possession 918872 communication 2197781 perception 2128873 perception 2247977 possession 2248465 possession 2285629 possession 2154508 perception 721437 cognition 971999 communication 250691 change 2021653 motion 522751 change 715239 cognition 1637982 creation
block	1	16	477382 change 477528 change 2559752 social 1147060 competition 1476483 contact 609100 cognition 2444297 social 1531492 contact 1479333 contact 1478002 contact 1057034 communication 269423 change 2557199 social 2198423 perception 2145543 perception 1217924 contact
move	1	16	14549 body 124442 change 1771390 emotion 1835496 motion 1767949 emotion 1649999 creation 1831531 motion 2367363 social 1076615 competition 2598863 social 879356 communication 539110 change 1855606 motion 1850315 motion 2372605 social 2355959 possession
dress	1	16	43683 body 38849 body 1321002 contact 511636 change 82714 body 47945 body 1679433 creation 2036650 motion 1364184 contact 1266269 contact 1262813 contact 46534 body 44797 body 45639 body 542809 change 1466543 contact
represent	1	15	380698 change 825447 communication 1719302 creation 836236 communication 988028 communication 987345 communication 2699497 stative 2723733 stative 2581675 social 2541509 social 1686132 creation 772967 communication 1711445 creation 2620587 stative 2541921 social
throw	1	15	1527754 contact 1663443 creation 1791232 emotion 1733477 creation 1437011 contact 1510173 contact 1632897 creation 1499265 contact 2097341 motion 1508368 contact 1067664 communication 2097204 motion 621734 cognition 1060317 communication 1513430 contact
touch	1	15	286928 change 2672187 stative 1026728 communication 1172701 consumption 1206218 contact 1207527 contact 1770802 emotion 2127358 perception 590642 cognition 2599325 social 1205696 contact 2676054 stative 2685665 stative 137313 change 1206849 contact
serve	1	15	2670578 stative 1077568 competition 1095218 competition 1438681 contact 2593107 social 2540670 social 1181295 consumption 1180351 consumption 2670398 stative 2669789 stative 2411621 social 2541251 social 1428011 contact 2670890 stative 2709107 stative
burn	1	15	104299 body 377002 change 378664 change 1205000 consumption 1829292 emotion 2120451 perception 2768874 weather 373766 change 378042 change 2762468 weather 2121048 perception 1756277 creation 196364 change 2485322 social 2268881 possession
hang	1	15	2741003 stative 2557790 social 1977962 motion 1216331 contact 1677716 creation 1542668 contact 1481360 contact 210110 change 2485451 social 2734952 stative 2170427 perception 1482075 contact 1481957 contact 1481819 contact 1481647 contact
jump	1	15	121506 change 155547 change 2674564 stative 2011865 motion 1968275 motion 1082937 competition 1963942 motion 1910373 motion 2105082 motion 560391 change 1965156 motion 1859050 motion 616498 cognition 1121178 competition 155727 change
kill	1	15	478830 change 1323958 contact 1809617 emotion 2748495 stative 2473688 social 1407235 contact 1202374 consumption 1325774 contact 1325536 contact 355524 change 2198819 perception 1407376 contact 355177 change 355038 change 355365 change
mark	1	15	662182 cognition 612612 cognition 508032 change 2118476 perception 190023 change 651991 cognition 800750 communication 1588493 contact 1004062 communication 1275762 contact 1062395 communication 1551195 contact 657728 cognition 2508245 social 921738 communication
start	1	14	348746 change 345761 change 2081946 motion 1910373 motion 2014165 motion 2608823 stative 2379528 social 1864230 motion 1857717 motion 1650610 creation 1628449 creation 2608347 stative 2600948 social 1075164 competition
leave	1	14	360092 change 2229055 possession 2296153 possession 2730135 stative 2015598 motion 2009433 motion 136991 change 613683 cognition 2383440 social 2635659 stative 2721438 stative 2729414 stative 613018 cognition 2356230 possession
point	1	14	261957 change 1589056 contact 1152214 competition 1152670 competition 923793 communication 1928154 motion 1931768 motion 2713184 stative 392960 change 1150559 competition 924255 communication 921300 communication 1589224 contact 1589363 contact
press	1	14	1754105 creation 1390616 contact 1387786 contact 1447632 contact 1390833 contact 2722782 stative 765649 communication 759657 communication 1150370 competition 2024367 motion 1662614 creation 1447257 contact 2646064 stative 2589576 social
fly	1	14	153061 change 2073065 motion 2140965 perception 1451842 contact 2075462 motion 1839404 motion 1842068 motion 1847845 motion 1840238 motion 1402765 contact 1941093 motion 1940403 motion 545292 change 1848058 motion
ride	1	14	2692089 stative 1847676 motion 2711987 stative 1511134 contact 2095545 motion 1839538 motion 2684644 stative 1957529 motion 1955984 motion 2742232 stative 2102398 motion 850501 communication 2750154 stative 1429322 contact
lead	1	14	1999423 motion 2686625 stative 1999798 motion 1999218 motion 1732921 creation 2635956 stative 2635659 stative 813790 communication 2687385 stative 2686471 stative 2685951 stative 2440244 social 2555908 social 771632 communication
dip	1	14	286483 change 2041109 motion 2311857 possession 432061 change 1192312 consumption 2162310 perception 1312657 contact 1577093 contact 1660976 creation 1976220 motion 2039679 motion 1577966 contact 2038145 motion 1578124 contact
choke	1	14	2724 body 391203 change 2529669 social 173159 change 1476180 contact 77950 body 1570562 contact 77698 body 1570744 contact 391021 change 1478603 contact 77606 body 358431 change 2423999 social
separate	1	13	328802 change 334186 change 1556921 contact 2467662 social 2031158 motion 2431320 social 2512305 social 2030158 motion 654625 cognition 650353 cognition 2621853 stative 1557774 contact 1458973 contact
do	1	13	38849 body 2523221 social 2709107 stative 1712704 creation 1645601 creation 2568672 social 10435 body 1619014 creation 2669789 stative 2617567 stative 1841772 motion 2561995 social 2560585 social
present	1	13	2261888 possession 901651 communication 2148788 perception 1688771 creation 899956 communication 772967 communication 1711445 creation 989602 communication 901103 communication 2722663 stative 1066433 communication 2262752 possession 2200686 possession
render	1	13	120675 change 2327200 possession 959827 communication 2310328 possession 1732172 creation 1361240 contact 2310007 possession 1686956 creation 2293321 possession 1062253 communication 1060746 communication 1629000 creation 444975 change
direct	1	13	749205 communication 990812 communication 1951480 motion 1151110 competition 1999798 motion 1931768 motion 1710317 creation 1732921 creation 1150559 competition 749376 communication 2439501 social 710005 cognition 713015 cognition
think	1	13	689809 cognition 629738 cognition 723056 cognition 628491 cognition 608808 cognition 739340 cognition 689344 cognition 631737 cognition 607780 cognition 561887 change 739082 cognition 708538 cognition 1637166 creation
yield	1	13	435103 change 2339171 possession 1116447 competition 806049 communication 804476 communication 2703289 stative 2316649 possession 2291708 possession 1848465 motion 1449796 contact 1629403 creation 1629000 creation 2620466 stative
strip	1	13	49900 body 194696 change 194812 change 194079 change 177243 change 488617 change 2344568 possession 2314275 possession 194912 change 194534 change 1263659 contact 1263479 contact 1608706 contact
swing	1	13	1877355 motion 557216 change 1877620 motion 2537238 social 2717472 stative 2752277 stative 1725375 creation 1593763 contact 2087745 motion 1152040 competition 2615140 stative 1427483 contact 2389815 social
shift	1	13	380159 change 1884974 motion 1005049 communication 1893988 motion 550117 change 584410 change 555654 change 548913 change 555447 change 551065 change 2012344 motion 1864634 motion 1883344 motion
offer	1	13	2425112 social 871623 communication 2157361 perception 2297948 possession 2297142 possession 2297409 possession 879764 communication 2613487 stative 706557 cognition 2376289 social 2298632 possession 2297742 possession 2296726 possession
crack	1	13	336718 change 337065 change 2183024 perception 337234 change 336260 change 1785579 emotion 539770 change 1401955 contact 2571067 social 2182851 perception 953923 communication 238542 change 238372 change
crash	1	13	17674 body 2088627 motion 1561819 contact 2177512 perception 2657080 stative 1507407 contact 583064 change 2019282 motion 2019011 motion 1972570 motion 1562209 contact 1562061 contact 434919 change
wash	1	13	274942 change 557686 change 1270199 contact 1269844 contact 217956 change 1535246 contact 36178 body 1536344 contact 217576 change 2703153 stative 2098179 motion 2742842 stative 36362 body
snap	1	13	337065 change 1446301 contact 1439745 contact 1242208 contact 916274 communication 1402872 contact 1893771 motion 2088949 motion 2182851 perception 1003249 communication 1573515 contact 355670 change 1784295 emotion
meet	1	13	2739480 stative 2710402 stative 2023107 motion 2022804 motion 2110082 perception 2428924 social 2596113 social 1183573 consumption 2486932 social 1205696 contact 2594674 social 2667900 stative 1079480 competition
pack	1	13	1451176 contact 1483131 contact 2064131 motion 1574571 contact 1484027 contact 1926031 motion 1482449 contact 108909 body 2717102 stative 2396536 social 2086963 motion 1483779 contact 1484884 contact
deal	1	13	2587532 social 2294179 possession 2370987 social 2246456 possession 2244956 possession 2436349 social 2246686 possession 2245993 possession 2294436 possession 2445509 social 734054 cognition 1033527 communication 2377764 social
feel	1	13	690305 cognition 105958 body 1210352 contact 1771535 emotion 2110552 perception 2730471 stative 2106006 perception 1210152 contact 2286027 possession 715239 cognition 2134350 perception 2127613 perception 1209678 contact
bear	1	13	47745 body 1652139 creation 1432601 contact 2630871 stative 2301825 possession 1601234 contact 668099 cognition 2518161 social 56930 body 2700867 stative 2302220 possession 2291708 possession 59019 body
pop	1	13	309582 change 2186192 perception 1404913 contact 2081946 motion 1134071 competition 1199487 consumption 2185988 perception 1401005 contact 1499510 contact 1202374 consumption 1474980 contact 2157519 perception 309792 change
be	1	13	2697725 stative 2268246 possession 2702508 stative 2614181 stative 2445925 social 2616386 stative 2603699 stative 2620587 stative 2655135 stative 2664769 stative 2604760 stative 2749904 stative 2744820 stative
receive	1	13	117346 change 2107248 perception 900583 communication 1470225 contact 2108654 perception 2108026 perception 2210119 possession 617095 cognition 686879 cognition 522751 change 2493511 social 2739480 stative 1172838 consumption
withdraw	1	12	495998 change 173338 change 1994442 motion 799076 communication 2380009 social 2311387 possession 1511380 contact 2380760 social 2312478 possession 1766952 emotion 799383 communication 2428487 social
project	1	12	1690972 creation 706243 cognition 2180747 perception 2713372 stative 1638368 creation 1635432 creation 2138075 perception 1632897 creation 1436015 contact 1515791 contact 743223 communication 729642 cognition
deliver	1	12	2358327 possession 2551144 social 2503365 social 989869 communication 56930 body 989602 communication 2551602 social 2235229 possession 2293321 possession 1509079 contact 1438304 contact 1062253 communication
advance	1	12	497061 change 248659 change 558371 change 1992503 motion 2397637 social 1111028 competition 875806 communication 2554922 social 1994288 motion 1993926 motion 2283949 possession 158222 change
ground	1	12	1365355 contact 1406356 contact 1406684 contact 830648 communication 2022359 motion 1406512 contact 1502654 contact 636888 cognition 1304944 contact 1502762 contact 1292534 contact 2022486 motion
stand	1	12	2707125 stative 1546768 contact 1115916 competition 1428203 contact 2734488 stative 2702368 stative 1546111 contact 668099 cognition 2611373 stative 670991 cognition 2703018 stative 2702120 stative
fix	1	12	486998 change 1664172 creation 1575675 contact 1340439 contact 61595 body 2603299 social 260648 change 947077 communication 407458 change 406243 change 1153947 competition 1647543 creation
show	1	12	664788 cognition 1086549 competition 2000547 motion 2137132 perception 923793 communication 922867 communication 943837 communication 923307 communication 1015244 communication 1686956 creation 2148788 perception 2139544 perception
pick	1	12	177714 change 178102 change 2287209 possession 842772 communication 1174294 consumption 1243474 contact 1382083 contact 676450 cognition 1442578 contact 1647131 creation 2321648 possession 1452546 contact
